backend,case_name,status,reason,dtype,algorithm,mode,k,n,timing_label,time_ms,timing_label_e2e,time_end_to_end_ms,timing_label_algorithmic,time_algorithmic_ms,bytes_moved,bytes_model,compare_ops,ops_model
cpu,q21_k4096_max,PASS,ok,double,map_reduce,max,4096,2097152,Map-reduce top-k end-to-end time (ms),2.622,Map-reduce top-k end-to-end time (ms),2.622,Map-reduce top-k algorithmic time (ms),2.622,16908288,exact,2097152,lower-bound
cpu,q21_k131072_max,PASS,ok,double,map_reduce,max,131072,2097152,Map-reduce top-k end-to-end time (ms),54.349,Map-reduce top-k end-to-end time (ms),54.349,Map-reduce top-k algorithmic time (ms),54.349,20971520,exact,2097152,lower-bound
cpu,q22_k8_max,PASS,ok,double,map_reduce,max,8,4194304,Map-reduce top-k end-to-end time (ms),0.515,Map-reduce top-k end-to-end time (ms),0.515,Map-reduce top-k algorithmic time (ms),0.515,33554944,exact,4194304,lower-bound
cpu,q22_k256_max,PASS,ok,double,map_reduce,max,256,4194304,Map-reduce top-k end-to-end time (ms),0.574,Map-reduce top-k end-to-end time (ms),0.574,Map-reduce top-k algorithmic time (ms),0.574,33570816,exact,4194304,lower-bound
cpu,q22_k4096_max,PASS,ok,double,map_reduce,max,4096,4194304,Map-reduce top-k end-to-end time (ms),2.905,Map-reduce top-k end-to-end time (ms),2.905,Map-reduce top-k algorithmic time (ms),2.905,33816576,exact,4194304,lower-bound
cpu,q22_k131072_max,PASS,ok,double,map_reduce,max,131072,4194304,Map-reduce top-k end-to-end time (ms),65.4,Map-reduce top-k end-to-end time (ms),65.4,Map-reduce top-k algorithmic time (ms),65.4,41943040,exact,4194304,lower-bound
cpu,q23_k8_max,PASS,ok,double,map_reduce,max,8,8388608,Map-reduce top-k end-to-end time (ms),1.364,Map-reduce top-k end-to-end time (ms),1.364,Map-reduce top-k algorithmic time (ms),1.364,67109888,exact,8388608,lower-bound
cpu,q23_k256_max,PASS,ok,double,map_reduce,max,256,8388608,Map-reduce top-k end-to-end time (ms),1.446,Map-reduce top-k end-to-end time (ms),1.446,Map-reduce top-k algorithmic time (ms),1.446,67141632,exact,8388608,lower-bound
cpu,q23_k4096_max,PASS,ok,double,map_reduce,max,4096,8388608,Map-reduce top-k end-to-end time (ms),3.855,Map-reduce top-k end-to-end time (ms),3.855,Map-reduce top-k algorithmic time (ms),3.855,67633152,exact,8388608,lower-bound
cpu,q23_k131072_max,PASS,ok,double,map_reduce,max,131072,8388608,Map-reduce top-k end-to-end time (ms),77.602,Map-reduce top-k end-to-end time (ms),77.602,Map-reduce top-k algorithmic time (ms),77.602,83886080,exact,8388608,lower-bound
cpu,q24_k8_max,PASS,ok,double,map_reduce,max,8,16777216,Map-reduce top-k end-to-end time (ms),2.491,Map-reduce top-k end-to-end time (ms),2.491,Map-reduce top-k algorithmic time (ms),2.491,134218752,exact,16777216,lower-bound
cpu,q24_k256_max,PASS,ok,double,map_reduce,max,256,16777216,Map-reduce top-k end-to-end time (ms),2.583,Map-reduce top-k end-to-end time (ms),2.583,Map-reduce top-k algorithmic time (ms),2.583,134250496,exact,16777216,lower-bound
cpu,q24_k4096_max,PASS,ok,double,map_reduce,max,4096,16777216,Map-reduce top-k end-to-end time (ms),5.483,Map-reduce top-k end-to-end time (ms),5.483,Map-reduce top-k algorithmic time (ms),5.483,134742016,exact,16777216,lower-bound
cpu,q24_k131072_max,PASS,ok,double,map_reduce,max,131072,16777216,Map-reduce top-k end-to-end time (ms),89.663,Map-reduce top-k end-to-end time (ms),89.663,Map-reduce top-k algorithmic time (ms),89.663,150994944,exact,16777216,lower-bound
cpu,q03_k8_max,PASS,ok,double,gt,max,8,8,Ground truth end-to-end time (ms),0.055,Ground truth end-to-end time (ms),0.055,Ground truth algorithmic time (ms),0.055,128,lower-bound,8,lower-bound
cpu,q04_k8_max,PASS,ok,double,gt,max,8,16,Ground truth end-to-end time (ms),0.075,Ground truth end-to-end time (ms),0.075,Ground truth algorithmic time (ms),0.075,192,lower-bound,16,lower-bound
cpu,q05_k8_max,PASS,ok,double,gt,max,8,32,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,320,lower-bound,32,lower-bound
cpu,q06_k8_max,PASS,ok,double,gt,max,8,64,Ground truth end-to-end time (ms),0.05,Ground truth end-to-end time (ms),0.05,Ground truth algorithmic time (ms),0.05,576,lower-bound,64,lower-bound
cpu,q07_k8_max,PASS,ok,double,gt,max,8,128,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,1088,lower-bound,128,lower-bound
cpu,q08_k8_max,PASS,ok,double,gt,max,8,256,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,2112,lower-bound,256,lower-bound
cpu,q08_k256_max,PASS,ok,double,gt,max,256,256,Ground truth end-to-end time (ms),0.042,Ground truth end-to-end time (ms),0.042,Ground truth algorithmic time (ms),0.042,4096,lower-bound,256,lower-bound
cpu,q09_k8_max,PASS,ok,double,gt,max,8,512,Ground truth end-to-end time (ms),0.048,Ground truth end-to-end time (ms),0.048,Ground truth algorithmic time (ms),0.048,4160,lower-bound,512,lower-bound
cpu,q09_k256_max,PASS,ok,double,gt,max,256,512,Ground truth end-to-end time (ms),0.056,Ground truth end-to-end time (ms),0.056,Ground truth algorithmic time (ms),0.056,6144,lower-bound,512,lower-bound
cpu,q10_k8_max,PASS,ok,double,gt,max,8,1024,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,8256,lower-bound,1024,lower-bound
cpu,q10_k256_max,PASS,ok,double,gt,max,256,1024,Ground truth end-to-end time (ms),0.06,Ground truth end-to-end time (ms),0.06,Ground truth algorithmic time (ms),0.06,10240,lower-bound,1024,lower-bound
cpu,q11_k8_max,PASS,ok,double,gt,max,8,2048,Ground truth end-to-end time (ms),0.033,Ground truth end-to-end time (ms),0.033,Ground truth algorithmic time (ms),0.033,16448,lower-bound,2048,lower-bound
cpu,q11_k256_max,PASS,ok,double,gt,max,256,2048,Ground truth end-to-end time (ms),0.055,Ground truth end-to-end time (ms),0.055,Ground truth algorithmic time (ms),0.055,18432,lower-bound,2048,lower-bound
cpu,q12_k8_max,PASS,ok,double,gt,max,8,4096,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,32832,lower-bound,4096,lower-bound
cpu,q12_k256_max,PASS,ok,double,gt,max,256,4096,Ground truth end-to-end time (ms),0.069,Ground truth end-to-end time (ms),0.069,Ground truth algorithmic time (ms),0.069,34816,lower-bound,4096,lower-bound
cpu,q12_k4096_max,PASS,ok,double,gt,max,4096,4096,Ground truth end-to-end time (ms),0.11,Ground truth end-to-end time (ms),0.11,Ground truth algorithmic time (ms),0.11,65536,lower-bound,4096,lower-bound
cpu,q13_k8_max,PASS,ok,double,gt,max,8,8192,Ground truth end-to-end time (ms),0.055,Ground truth end-to-end time (ms),0.055,Ground truth algorithmic time (ms),0.055,65600,lower-bound,8192,lower-bound
cpu,q13_k256_max,PASS,ok,double,gt,max,256,8192,Ground truth end-to-end time (ms),0.058,Ground truth end-to-end time (ms),0.058,Ground truth algorithmic time (ms),0.058,67584,lower-bound,8192,lower-bound
cpu,q13_k4096_max,PASS,ok,double,gt,max,4096,8192,Ground truth end-to-end time (ms),0.255,Ground truth end-to-end time (ms),0.255,Ground truth algorithmic time (ms),0.255,98304,lower-bound,8192,lower-bound
cpu,q14_k8_max,PASS,ok,double,gt,max,8,16384,Ground truth end-to-end time (ms),0.054,Ground truth end-to-end time (ms),0.054,Ground truth algorithmic time (ms),0.054,131136,lower-bound,16384,lower-bound
cpu,q14_k256_max,PASS,ok,double,gt,max,256,16384,Ground truth end-to-end time (ms),0.086,Ground truth end-to-end time (ms),0.086,Ground truth algorithmic time (ms),0.086,133120,lower-bound,16384,lower-bound
cpu,q14_k4096_max,PASS,ok,double,gt,max,4096,16384,Ground truth end-to-end time (ms),0.359,Ground truth end-to-end time (ms),0.359,Ground truth algorithmic time (ms),0.359,163840,lower-bound,16384,lower-bound
cpu,q15_k8_max,PASS,ok,double,gt,max,8,32768,Ground truth end-to-end time (ms),0.061,Ground truth end-to-end time (ms),0.061,Ground truth algorithmic time (ms),0.061,262208,lower-bound,32768,lower-bound
cpu,q15_k256_max,PASS,ok,double,gt,max,256,32768,Ground truth end-to-end time (ms),0.09,Ground truth end-to-end time (ms),0.09,Ground truth algorithmic time (ms),0.09,264192,lower-bound,32768,lower-bound
cpu,q15_k4096_max,PASS,ok,double,gt,max,4096,32768,Ground truth end-to-end time (ms),0.653,Ground truth end-to-end time (ms),0.653,Ground truth algorithmic time (ms),0.653,294912,lower-bound,32768,lower-bound
cpu,q16_k8_max,PASS,ok,double,gt,max,8,65536,Ground truth end-to-end time (ms),0.076,Ground truth end-to-end time (ms),0.076,Ground truth algorithmic time (ms),0.076,524352,lower-bound,65536,lower-bound
cpu,q16_k256_max,PASS,ok,double,gt,max,256,65536,Ground truth end-to-end time (ms),0.113,Ground truth end-to-end time (ms),0.113,Ground truth algorithmic time (ms),0.113,526336,lower-bound,65536,lower-bound
cpu,q16_k4096_max,PASS,ok,double,gt,max,4096,65536,Ground truth end-to-end time (ms),0.854,Ground truth end-to-end time (ms),0.854,Ground truth algorithmic time (ms),0.854,557056,lower-bound,65536,lower-bound
cpu,q17_k8_max,PASS,ok,double,gt,max,8,131072,Ground truth end-to-end time (ms),0.114,Ground truth end-to-end time (ms),0.114,Ground truth algorithmic time (ms),0.114,1048640,lower-bound,131072,lower-bound
cpu,q17_k256_max,PASS,ok,double,gt,max,256,131072,Ground truth end-to-end time (ms),0.162,Ground truth end-to-end time (ms),0.162,Ground truth algorithmic time (ms),0.162,1050624,lower-bound,131072,lower-bound
cpu,q17_k4096_max,PASS,ok,double,gt,max,4096,131072,Ground truth end-to-end time (ms),1.092,Ground truth end-to-end time (ms),1.092,Ground truth algorithmic time (ms),1.092,1081344,lower-bound,131072,lower-bound
cpu,q17_k131072_max,PASS,ok,double,gt,max,131072,131072,Ground truth end-to-end time (ms),9.011,Ground truth end-to-end time (ms),9.011,Ground truth algorithmic time (ms),9.011,2097152,lower-bound,131072,lower-bound
cpu,q18_k8_max,PASS,ok,double,gt,max,8,262144,Ground truth end-to-end time (ms),0.165,Ground truth end-to-end time (ms),0.165,Ground truth algorithmic time (ms),0.165,2097216,lower-bound,262144,lower-bound
cpu,q18_k256_max,PASS,ok,double,gt,max,256,262144,Ground truth end-to-end time (ms),0.201,Ground truth end-to-end time (ms),0.201,Ground truth algorithmic time (ms),0.201,2099200,lower-bound,262144,lower-bound
cpu,q18_k4096_max,PASS,ok,double,gt,max,4096,262144,Ground truth end-to-end time (ms),1.296,Ground truth end-to-end time (ms),1.296,Ground truth algorithmic time (ms),1.296,2129920,lower-bound,262144,lower-bound
cpu,q18_k131072_max,PASS,ok,double,gt,max,131072,262144,Ground truth end-to-end time (ms),17.333,Ground truth end-to-end time (ms),17.333,Ground truth algorithmic time (ms),17.333,3145728,lower-bound,262144,lower-bound
cpu,q19_k8_max,PASS,ok,double,gt,max,8,524288,Ground truth end-to-end time (ms),0.259,Ground truth end-to-end time (ms),0.259,Ground truth algorithmic time (ms),0.259,4194368,lower-bound,524288,lower-bound
cpu,q19_k256_max,PASS,ok,double,gt,max,256,524288,Ground truth end-to-end time (ms),0.332,Ground truth end-to-end time (ms),0.332,Ground truth algorithmic time (ms),0.332,4196352,lower-bound,524288,lower-bound
cpu,q19_k4096_max,PASS,ok,double,gt,max,4096,524288,Ground truth end-to-end time (ms),1.608,Ground truth end-to-end time (ms),1.608,Ground truth algorithmic time (ms),1.608,4227072,lower-bound,524288,lower-bound
cpu,q19_k131072_max,PASS,ok,double,gt,max,131072,524288,Ground truth end-to-end time (ms),25.342,Ground truth end-to-end time (ms),25.342,Ground truth algorithmic time (ms),25.342,5242880,lower-bound,524288,lower-bound
cpu,q20_k8_max,PASS,ok,double,gt,max,8,1048576,Ground truth end-to-end time (ms),0.406,Ground truth end-to-end time (ms),0.406,Ground truth algorithmic time (ms),0.406,8388672,lower-bound,1048576,lower-bound
cpu,q20_k256_max,PASS,ok,double,gt,max,256,1048576,Ground truth end-to-end time (ms),0.488,Ground truth end-to-end time (ms),0.488,Ground truth algorithmic time (ms),0.488,8390656,lower-bound,1048576,lower-bound
cpu,q20_k4096_max,PASS,ok,double,gt,max,4096,1048576,Ground truth end-to-end time (ms),1.975,Ground truth end-to-end time (ms),1.975,Ground truth algorithmic time (ms),1.975,8421376,lower-bound,1048576,lower-bound
cpu,q20_k131072_max,PASS,ok,double,gt,max,131072,1048576,Ground truth end-to-end time (ms),36.073,Ground truth end-to-end time (ms),36.073,Ground truth algorithmic time (ms),36.073,9437184,lower-bound,1048576,lower-bound
cpu,q21_k8_max,PASS,ok,double,gt,max,8,2097152,Ground truth end-to-end time (ms),0.752,Ground truth end-to-end time (ms),0.752,Ground truth algorithmic time (ms),0.752,16777280,lower-bound,2097152,lower-bound
cpu,q21_k256_max,PASS,ok,double,gt,max,256,2097152,Ground truth end-to-end time (ms),0.854,Ground truth end-to-end time (ms),0.854,Ground truth algorithmic time (ms),0.854,16779264,lower-bound,2097152,lower-bound
cpu,q21_k4096_max,PASS,ok,double,gt,max,4096,2097152,Ground truth end-to-end time (ms),2.576,Ground truth end-to-end time (ms),2.576,Ground truth algorithmic time (ms),2.576,16809984,lower-bound,2097152,lower-bound
cpu,q21_k131072_max,PASS,ok,double,gt,max,131072,2097152,Ground truth end-to-end time (ms),46.383,Ground truth end-to-end time (ms),46.383,Ground truth algorithmic time (ms),46.383,17825792,lower-bound,2097152,lower-bound
cpu,q22_k8_max,PASS,ok,double,gt,max,8,4194304,Ground truth end-to-end time (ms),1.502,Ground truth end-to-end time (ms),1.502,Ground truth algorithmic time (ms),1.502,33554496,lower-bound,4194304,lower-bound
cpu,q22_k256_max,PASS,ok,double,gt,max,256,4194304,Ground truth end-to-end time (ms),1.638,Ground truth end-to-end time (ms),1.638,Ground truth algorithmic time (ms),1.638,33556480,lower-bound,4194304,lower-bound
cpu,q22_k4096_max,PASS,ok,double,gt,max,4096,4194304,Ground truth end-to-end time (ms),3.625,Ground truth end-to-end time (ms),3.625,Ground truth algorithmic time (ms),3.625,33587200,lower-bound,4194304,lower-bound
cpu,q22_k131072_max,PASS,ok,double,gt,max,131072,4194304,Ground truth end-to-end time (ms),54.372,Ground truth end-to-end time (ms),54.372,Ground truth algorithmic time (ms),54.372,34603008,lower-bound,4194304,lower-bound
cpu,q23_k8_max,PASS,ok,double,gt,max,8,8388608,Ground truth end-to-end time (ms),2.897,Ground truth end-to-end time (ms),2.897,Ground truth algorithmic time (ms),2.897,67108928,lower-bound,8388608,lower-bound
cpu,q23_k256_max,PASS,ok,double,gt,max,256,8388608,Ground truth end-to-end time (ms),3.021,Ground truth end-to-end time (ms),3.021,Ground truth algorithmic time (ms),3.021,67110912,lower-bound,8388608,lower-bound
cpu,q23_k4096_max,PASS,ok,double,gt,max,4096,8388608,Ground truth end-to-end time (ms),5.369,Ground truth end-to-end time (ms),5.369,Ground truth algorithmic time (ms),5.369,67141632,lower-bound,8388608,lower-bound
cpu,q23_k131072_max,PASS,ok,double,gt,max,131072,8388608,Ground truth end-to-end time (ms),67.26,Ground truth end-to-end time (ms),67.26,Ground truth algorithmic time (ms),67.26,68157440,lower-bound,8388608,lower-bound
cpu,q24_k8_max,PASS,ok,double,gt,max,8,16777216,Ground truth end-to-end time (ms),5.633,Ground truth end-to-end time (ms),5.633,Ground truth algorithmic time (ms),5.633,134217792,lower-bound,16777216,lower-bound
cpu,q24_k256_max,PASS,ok,double,gt,max,256,16777216,Ground truth end-to-end time (ms),5.817,Ground truth end-to-end time (ms),5.817,Ground truth algorithmic time (ms),5.817,134219776,lower-bound,16777216,lower-bound
cpu,q24_k4096_max,PASS,ok,double,gt,max,4096,16777216,Ground truth end-to-end time (ms),8.47,Ground truth end-to-end time (ms),8.47,Ground truth algorithmic time (ms),8.47,134250496,lower-bound,16777216,lower-bound
cpu,q24_k131072_max,PASS,ok,double,gt,max,131072,16777216,Ground truth end-to-end time (ms),83.524,Ground truth end-to-end time (ms),83.524,Ground truth algorithmic time (ms),83.524,135266304,lower-bound,16777216,lower-bound
gpu,q03_k8_max,PASS,ok,double,bitonic,max,8,8,Trunc bitonic end-to-end time (ms),0.268,Trunc bitonic end-to-end time (ms),0.268,Trunc bitonic algorithmic time (ms),0.008,128,exact,24,exact
gpu,q04_k8_max,PASS,ok,double,bitonic,max,8,16,Trunc bitonic end-to-end time (ms),0.279,Trunc bitonic end-to-end time (ms),0.279,Trunc bitonic algorithmic time (ms),0.012,576,exact,68,exact
gpu,q05_k8_max,PASS,ok,double,bitonic,max,8,32,Trunc bitonic end-to-end time (ms),0.284,Trunc bitonic end-to-end time (ms),0.284,Trunc bitonic algorithmic time (ms),0.014,1472,exact,156,exact
gpu,q06_k8_max,PASS,ok,double,bitonic,max,8,64,Trunc bitonic end-to-end time (ms),0.287,Trunc bitonic end-to-end time (ms),0.287,Trunc bitonic algorithmic time (ms),0.017,3264,exact,332,exact
gpu,q07_k8_max,PASS,ok,double,bitonic,max,8,128,Trunc bitonic end-to-end time (ms),0.293,Trunc bitonic end-to-end time (ms),0.293,Trunc bitonic algorithmic time (ms),0.019,6848,exact,684,exact
gpu,q08_k8_max,PASS,ok,double,bitonic,max,8,256,Trunc bitonic end-to-end time (ms),0.305,Trunc bitonic end-to-end time (ms),0.305,Trunc bitonic algorithmic time (ms),0.022,14016,exact,1388,exact
gpu,q08_k256_max,PASS,ok,double,bitonic,max,256,256,Trunc bitonic end-to-end time (ms),0.273,Trunc bitonic end-to-end time (ms),0.273,Trunc bitonic algorithmic time (ms),0.014,4096,exact,4608,exact
gpu,q09_k8_max,PASS,ok,double,bitonic,max,8,512,Trunc bitonic end-to-end time (ms),0.309,Trunc bitonic end-to-end time (ms),0.309,Trunc bitonic algorithmic time (ms),0.025,28352,exact,2796,exact
gpu,q09_k256_max,PASS,ok,double,bitonic,max,256,512,Trunc bitonic end-to-end time (ms),0.289,Trunc bitonic end-to-end time (ms),0.289,Trunc bitonic algorithmic time (ms),0.02,18432,exact,10496,exact
gpu,q10_k8_max,PASS,ok,double,bitonic,max,8,1024,Trunc bitonic end-to-end time (ms),0.322,Trunc bitonic end-to-end time (ms),0.322,Trunc bitonic algorithmic time (ms),0.029,57024,exact,5612,exact
gpu,q10_k256_max,PASS,ok,double,bitonic,max,256,1024,Trunc bitonic end-to-end time (ms),0.298,Trunc bitonic end-to-end time (ms),0.298,Trunc bitonic algorithmic time (ms),0.029,47104,exact,22272,exact
gpu,q11_k8_max,PASS,ok,double,bitonic,max,8,2048,Trunc bitonic end-to-end time (ms),0.324,Trunc bitonic end-to-end time (ms),0.324,Trunc bitonic algorithmic time (ms),0.035,114368,exact,11244,exact
gpu,q11_k256_max,PASS,ok,double,bitonic,max,256,2048,Trunc bitonic end-to-end time (ms),0.32,Trunc bitonic end-to-end time (ms),0.32,Trunc bitonic algorithmic time (ms),0.042,104448,exact,45824,exact
gpu,q12_k8_max,PASS,ok,double,bitonic,max,8,4096,Trunc bitonic end-to-end time (ms),0.338,Trunc bitonic end-to-end time (ms),0.338,Trunc bitonic algorithmic time (ms),0.042,229056,exact,22508,exact
gpu,q12_k256_max,PASS,ok,double,bitonic,max,256,4096,Trunc bitonic end-to-end time (ms),0.345,Trunc bitonic end-to-end time (ms),0.345,Trunc bitonic algorithmic time (ms),0.067,219136,exact,92928,exact
gpu,q12_k4096_max,PASS,ok,double,bitonic,max,4096,4096,Trunc bitonic end-to-end time (ms),0.358,Trunc bitonic end-to-end time (ms),0.358,Trunc bitonic algorithmic time (ms),0.092,65536,exact,159744,exact
gpu,q13_k8_max,PASS,ok,double,bitonic,max,8,8192,Trunc bitonic end-to-end time (ms),0.349,Trunc bitonic end-to-end time (ms),0.349,Trunc bitonic algorithmic time (ms),0.049,458432,exact,45036,exact
gpu,q13_k256_max,PASS,ok,double,bitonic,max,256,8192,Trunc bitonic end-to-end time (ms),0.368,Trunc bitonic end-to-end time (ms),0.368,Trunc bitonic algorithmic time (ms),0.085,448512,exact,187136,exact
gpu,q13_k4096_max,PASS,ok,double,bitonic,max,4096,8192,Trunc bitonic end-to-end time (ms),0.386,Trunc bitonic end-to-end time (ms),0.386,Trunc bitonic algorithmic time (ms),0.108,294912,exact,348160,exact
gpu,q14_k8_max,PASS,ok,double,bitonic,max,8,16384,Trunc bitonic end-to-end time (ms),0.362,Trunc bitonic end-to-end time (ms),0.362,Trunc bitonic algorithmic time (ms),0.055,917184,exact,90092,exact
gpu,q14_k256_max,PASS,ok,double,bitonic,max,256,16384,Trunc bitonic end-to-end time (ms),0.388,Trunc bitonic end-to-end time (ms),0.388,Trunc bitonic algorithmic time (ms),0.093,907264,exact,375552,exact
gpu,q14_k4096_max,PASS,ok,double,bitonic,max,4096,16384,Trunc bitonic end-to-end time (ms),0.414,Trunc bitonic end-to-end time (ms),0.414,Trunc bitonic algorithmic time (ms),0.124,753664,exact,724992,exact
gpu,q15_k8_max,PASS,ok,double,bitonic,max,8,32768,Trunc bitonic end-to-end time (ms),0.379,Trunc bitonic end-to-end time (ms),0.379,Trunc bitonic algorithmic time (ms),0.061,1834688,exact,180204,exact
gpu,q15_k256_max,PASS,ok,double,bitonic,max,256,32768,Trunc bitonic end-to-end time (ms),0.408,Trunc bitonic end-to-end time (ms),0.408,Trunc bitonic algorithmic time (ms),0.105,1824768,exact,752384,exact
gpu,q15_k4096_max,PASS,ok,double,bitonic,max,4096,32768,Trunc bitonic end-to-end time (ms),0.434,Trunc bitonic end-to-end time (ms),0.434,Trunc bitonic algorithmic time (ms),0.14,1671168,exact,1478656,exact
gpu,q16_k8_max,PASS,ok,double,bitonic,max,8,65536,Trunc bitonic end-to-end time (ms),0.396,Trunc bitonic end-to-end time (ms),0.396,Trunc bitonic algorithmic time (ms),0.067,3669696,exact,360428,exact
gpu,q16_k256_max,PASS,ok,double,bitonic,max,256,65536,Trunc bitonic end-to-end time (ms),0.435,Trunc bitonic end-to-end time (ms),0.435,Trunc bitonic algorithmic time (ms),0.117,3659776,exact,1506048,exact
gpu,q16_k4096_max,PASS,ok,double,bitonic,max,4096,65536,Trunc bitonic end-to-end time (ms),0.466,Trunc bitonic end-to-end time (ms),0.466,Trunc bitonic algorithmic time (ms),0.156,3506176,exact,2985984,exact
gpu,q17_k8_max,PASS,ok,double,bitonic,max,8,131072,Trunc bitonic end-to-end time (ms),0.428,Trunc bitonic end-to-end time (ms),0.428,Trunc bitonic algorithmic time (ms),0.077,7339712,exact,720876,exact
gpu,q17_k256_max,PASS,ok,double,bitonic,max,256,131072,Trunc bitonic end-to-end time (ms),0.503,Trunc bitonic end-to-end time (ms),0.503,Trunc bitonic algorithmic time (ms),0.152,7329792,exact,3013376,exact
gpu,q17_k4096_max,PASS,ok,double,bitonic,max,4096,131072,Trunc bitonic end-to-end time (ms),0.573,Trunc bitonic end-to-end time (ms),0.573,Trunc bitonic algorithmic time (ms),0.23,7176192,exact,6000640,exact
gpu,q17_k131072_max,PASS,ok,double,bitonic,max,131072,131072,Trunc bitonic end-to-end time (ms),0.784,Trunc bitonic end-to-end time (ms),0.784,Trunc bitonic algorithmic time (ms),0.309,23068672,exact,10027008,exact
gpu,q18_k8_max,PASS,ok,double,bitonic,max,8,262144,Trunc bitonic end-to-end time (ms),0.792,Trunc bitonic end-to-end time (ms),0.792,Trunc bitonic algorithmic time (ms),0.091,14679744,exact,1441772,exact
gpu,q18_k256_max,PASS,ok,double,bitonic,max,256,262144,Trunc bitonic end-to-end time (ms),0.792,Trunc bitonic end-to-end time (ms),0.792,Trunc bitonic algorithmic time (ms),0.203,14669824,exact,6028032,exact
gpu,q18_k4096_max,PASS,ok,double,bitonic,max,4096,262144,Trunc bitonic end-to-end time (ms),0.899,Trunc bitonic end-to-end time (ms),0.899,Trunc bitonic algorithmic time (ms),0.322,14516224,exact,12029952,exact
gpu,q18_k131072_max,PASS,ok,double,bitonic,max,131072,262144,Trunc bitonic end-to-end time (ms),1.218,Trunc bitonic end-to-end time (ms),1.218,Trunc bitonic algorithmic time (ms),0.484,53477376,exact,21299200,exact
gpu,q19_k8_max,PASS,ok,double,bitonic,max,8,524288,Trunc bitonic end-to-end time (ms),0.955,Trunc bitonic end-to-end time (ms),0.955,Trunc bitonic algorithmic time (ms),0.118,29359808,exact,2883564,exact
gpu,q19_k256_max,PASS,ok,double,bitonic,max,256,524288,Trunc bitonic end-to-end time (ms),1.067,Trunc bitonic end-to-end time (ms),1.067,Trunc bitonic algorithmic time (ms),0.295,29349888,exact,12057344,exact
gpu,q19_k4096_max,PASS,ok,double,bitonic,max,4096,524288,Trunc bitonic end-to-end time (ms),1.272,Trunc bitonic end-to-end time (ms),1.272,Trunc bitonic algorithmic time (ms),0.503,29196288,exact,24088576,exact
gpu,q19_k131072_max,PASS,ok,double,bitonic,max,131072,524288,Trunc bitonic end-to-end time (ms),1.672,Trunc bitonic end-to-end time (ms),1.672,Trunc bitonic algorithmic time (ms),0.827,114294784,exact,43843584,exact
gpu,q20_k8_max,PASS,ok,double,bitonic,max,8,1048576,Trunc bitonic end-to-end time (ms),1.328,Trunc bitonic end-to-end time (ms),1.328,Trunc bitonic algorithmic time (ms),0.212,58719936,exact,5767148,exact
gpu,q20_k256_max,PASS,ok,double,bitonic,max,256,1048576,Trunc bitonic end-to-end time (ms),1.582,Trunc bitonic end-to-end time (ms),1.582,Trunc bitonic algorithmic time (ms),0.53,58710016,exact,24115968,exact
gpu,q20_k4096_max,PASS,ok,double,bitonic,max,4096,1048576,Trunc bitonic end-to-end time (ms),2.021,Trunc bitonic end-to-end time (ms),2.021,Trunc bitonic algorithmic time (ms),0.937,58556416,exact,48205824,exact
gpu,q20_k131072_max,PASS,ok,double,bitonic,max,131072,1048576,Trunc bitonic end-to-end time (ms),2.885,Trunc bitonic end-to-end time (ms),2.885,Trunc bitonic algorithmic time (ms),1.638,235929600,exact,88932352,exact
gpu,q21_k8_max,PASS,ok,double,bitonic,max,8,2097152,Trunc bitonic end-to-end time (ms),2.017,Trunc bitonic end-to-end time (ms),2.017,Trunc bitonic algorithmic time (ms),0.318,117440192,exact,11534316,exact
gpu,q21_k256_max,PASS,ok,double,bitonic,max,256,2097152,Trunc bitonic end-to-end time (ms),2.708,Trunc bitonic end-to-end time (ms),2.708,Trunc bitonic algorithmic time (ms),0.962,117430272,exact,48233216,exact
gpu,q21_k4096_max,PASS,ok,double,bitonic,max,4096,2097152,Trunc bitonic end-to-end time (ms),3.571,Trunc bitonic end-to-end time (ms),3.571,Trunc bitonic algorithmic time (ms),1.76,117276672,exact,96440320,exact
gpu,q21_k131072_max,PASS,ok,double,bitonic,max,131072,2097152,Trunc bitonic end-to-end time (ms),5.177,Trunc bitonic end-to-end time (ms),5.177,Trunc bitonic algorithmic time (ms),3.221,479199232,exact,179109888,exact
gpu,q22_k8_max,PASS,ok,double,bitonic,max,8,4194304,Trunc bitonic end-to-end time (ms),3.944,Trunc bitonic end-to-end time (ms),3.944,Trunc bitonic algorithmic time (ms),0.641,234880704,exact,23068652,exact
gpu,q22_k256_max,PASS,ok,double,bitonic,max,256,4194304,Trunc bitonic end-to-end time (ms),5.274,Trunc bitonic end-to-end time (ms),5.274,Trunc bitonic algorithmic time (ms),1.84,234870784,exact,96467712,exact
