backend,case_name,status,reason,dtype,algorithm,mode,k,n,timing_label,time_ms,timing_label_e2e,time_end_to_end_ms,timing_label_algorithmic,time_algorithmic_ms,bytes_moved,bytes_model,compare_ops,ops_model
gpu,q22_k4096_max,PASS,ok,double,bitonic,max,4096,4194304,Trunc bitonic end-to-end time (ms),6.924,Trunc bitonic end-to-end time (ms),6.924,Trunc bitonic algorithmic time (ms),3.446,234717184,exact,192909312,exact
gpu,q22_k131072_max,PASS,ok,double,bitonic,max,131072,4194304,Trunc bitonic end-to-end time (ms),10.327,Trunc bitonic end-to-end time (ms),10.327,Trunc bitonic algorithmic time (ms),6.667,965738496,exact,359464960,exact
gpu,q23_k8_max,PASS,ok,double,bitonic,max,8,8388608,Trunc bitonic end-to-end time (ms),7.444,Trunc bitonic end-to-end time (ms),7.444,Trunc bitonic algorithmic time (ms),1.477,469761728,exact,46137324,exact
gpu,q23_k256_max,PASS,ok,double,bitonic,max,256,8388608,Trunc bitonic end-to-end time (ms),9.753,Trunc bitonic end-to-end time (ms),9.753,Trunc bitonic algorithmic time (ms),3.655,469751808,exact,192936704,exact
gpu,q23_k4096_max,PASS,ok,double,bitonic,max,4096,8388608,Trunc bitonic end-to-end time (ms),13.193,Trunc bitonic end-to-end time (ms),13.193,Trunc bitonic algorithmic time (ms),6.949,469598208,exact,385847296,exact
gpu,q23_k131072_max,PASS,ok,double,bitonic,max,131072,8388608,Trunc bitonic end-to-end time (ms),21.11,Trunc bitonic end-to-end time (ms),21.11,Trunc bitonic algorithmic time (ms),14.608,1938817024,exact,720175104,exact
gpu,q24_k8_max,PASS,ok,double,bitonic,max,8,16777216,Trunc bitonic end-to-end time (ms),14.014,Trunc bitonic end-to-end time (ms),14.014,Trunc bitonic algorithmic time (ms),2.712,939523776,exact,92274668,exact
gpu,q24_k256_max,PASS,ok,double,bitonic,max,256,16777216,Trunc bitonic end-to-end time (ms),18.677,Trunc bitonic end-to-end time (ms),18.677,Trunc bitonic algorithmic time (ms),7.406,939513856,exact,385874688,exact
gpu,q24_k4096_max,PASS,ok,double,bitonic,max,4096,16777216,Trunc bitonic end-to-end time (ms),25.478,Trunc bitonic end-to-end time (ms),25.478,Trunc bitonic algorithmic time (ms),14.046,939360256,exact,771723264,exact
gpu,q24_k131072_max,PASS,ok,double,bitonic,max,131072,16777216,Trunc bitonic end-to-end time (ms),40.468,Trunc bitonic end-to-end time (ms),40.468,Trunc bitonic algorithmic time (ms),28.819,3884974080,exact,1441595392,exact
gpu,q03_k8_max,PASS,ok,double,map_reduce,max,8,8,Map-reduce top-k end-to-end time (ms),0.383,Map-reduce top-k end-to-end time (ms),0.383,Map-reduce top-k algorithmic time (ms),0.007,649024,exact,8,lower-bound
gpu,q04_k8_max,PASS,ok,double,map_reduce,max,8,16,Map-reduce top-k end-to-end time (ms),0.376,Map-reduce top-k end-to-end time (ms),0.376,Map-reduce top-k algorithmic time (ms),0.012,649088,exact,16,lower-bound
gpu,q05_k8_max,PASS,ok,double,map_reduce,max,8,32,Map-reduce top-k end-to-end time (ms),0.382,Map-reduce top-k end-to-end time (ms),0.382,Map-reduce top-k algorithmic time (ms),0.018,649216,exact,32,lower-bound
gpu,q06_k8_max,PASS,ok,double,map_reduce,max,8,64,Map-reduce top-k end-to-end time (ms),0.389,Map-reduce top-k end-to-end time (ms),0.389,Map-reduce top-k algorithmic time (ms),0.024,649472,exact,64,lower-bound
gpu,q07_k8_max,PASS,ok,double,map_reduce,max,8,128,Map-reduce top-k end-to-end time (ms),0.395,Map-reduce top-k end-to-end time (ms),0.395,Map-reduce top-k algorithmic time (ms),0.03,649984,exact,128,lower-bound
gpu,q08_k8_max,PASS,ok,double,map_reduce,max,8,256,Map-reduce top-k end-to-end time (ms),0.412,Map-reduce top-k end-to-end time (ms),0.412,Map-reduce top-k algorithmic time (ms),0.038,651008,exact,256,lower-bound
gpu,q08_k256_max,PASS,ok,double,map_reduce,max,256,256,Map-reduce top-k end-to-end time (ms),0.863,Map-reduce top-k end-to-end time (ms),0.863,Map-reduce top-k algorithmic time (ms),0.084,960512,exact,256,lower-bound
gpu,q09_k8_max,PASS,ok,double,map_reduce,max,8,512,Map-reduce top-k end-to-end time (ms),0.401,Map-reduce top-k end-to-end time (ms),0.401,Map-reduce top-k algorithmic time (ms),0.041,653056,exact,512,lower-bound
gpu,q09_k256_max,PASS,ok,double,map_reduce,max,256,512,Map-reduce top-k end-to-end time (ms),0.928,Map-reduce top-k end-to-end time (ms),0.928,Map-reduce top-k algorithmic time (ms),0.085,962560,exact,512,lower-bound
gpu,q10_k8_max,PASS,ok,double,map_reduce,max,8,1024,Map-reduce top-k end-to-end time (ms),0.411,Map-reduce top-k end-to-end time (ms),0.411,Map-reduce top-k algorithmic time (ms),0.038,657152,exact,1024,lower-bound
gpu,q10_k256_max,PASS,ok,double,map_reduce,max,256,1024,Map-reduce top-k end-to-end time (ms),1.027,Map-reduce top-k end-to-end time (ms),1.027,Map-reduce top-k algorithmic time (ms),0.087,966656,exact,1024,lower-bound
gpu,q11_k8_max,PASS,ok,double,map_reduce,max,8,2048,Map-reduce top-k end-to-end time (ms),0.414,Map-reduce top-k end-to-end time (ms),0.414,Map-reduce top-k algorithmic time (ms),0.038,665344,exact,2048,lower-bound
gpu,q11_k256_max,PASS,ok,double,map_reduce,max,256,2048,Map-reduce top-k end-to-end time (ms),0.946,Map-reduce top-k end-to-end time (ms),0.946,Map-reduce top-k algorithmic time (ms),0.088,974848,exact,2048,lower-bound
gpu,q12_k8_max,PASS,ok,double,map_reduce,max,8,4096,Map-reduce top-k end-to-end time (ms),0.411,Map-reduce top-k end-to-end time (ms),0.411,Map-reduce top-k algorithmic time (ms),0.039,681728,exact,4096,lower-bound
gpu,q12_k256_max,PASS,ok,double,map_reduce,max,256,4096,Map-reduce top-k end-to-end time (ms),0.876,Map-reduce top-k end-to-end time (ms),0.876,Map-reduce top-k algorithmic time (ms),0.089,991232,exact,4096,lower-bound
gpu,q12_k4096_max,PASS,ok,double,map_reduce,max,4096,4096,Map-reduce top-k end-to-end time (ms),3.736,Map-reduce top-k end-to-end time (ms),3.736,Map-reduce top-k algorithmic time (ms),0.048,2392064,exact,4096,lower-bound
gpu,q13_k8_max,PASS,ok,double,map_reduce,max,8,8192,Map-reduce top-k end-to-end time (ms),0.376,Map-reduce top-k end-to-end time (ms),0.376,Map-reduce top-k algorithmic time (ms),0.044,714496,exact,8192,lower-bound
gpu,q13_k256_max,PASS,ok,double,map_reduce,max,256,8192,Map-reduce top-k end-to-end time (ms),0.761,Map-reduce top-k end-to-end time (ms),0.761,Map-reduce top-k algorithmic time (ms),0.091,1024000,exact,8192,lower-bound
gpu,q13_k4096_max,PASS,ok,double,map_reduce,max,4096,8192,Map-reduce top-k end-to-end time (ms),3.339,Map-reduce top-k end-to-end time (ms),3.339,Map-reduce top-k algorithmic time (ms),0.058,2424832,exact,8192,lower-bound
gpu,q14_k8_max,PASS,ok,double,map_reduce,max,8,16384,Map-reduce top-k end-to-end time (ms),0.388,Map-reduce top-k end-to-end time (ms),0.388,Map-reduce top-k algorithmic time (ms),0.046,780032,exact,16384,lower-bound
gpu,q14_k256_max,PASS,ok,double,map_reduce,max,256,16384,Map-reduce top-k end-to-end time (ms),0.824,Map-reduce top-k end-to-end time (ms),0.824,Map-reduce top-k algorithmic time (ms),0.093,1089536,exact,16384,lower-bound
gpu,q14_k4096_max,PASS,ok,double,map_reduce,max,4096,16384,Map-reduce top-k end-to-end time (ms),3.31,Map-reduce top-k end-to-end time (ms),3.31,Map-reduce top-k algorithmic time (ms),0.224,2490368,exact,16384,lower-bound
gpu,q15_k8_max,PASS,ok,double,map_reduce,max,8,32768,Map-reduce top-k end-to-end time (ms),0.396,Map-reduce top-k end-to-end time (ms),0.396,Map-reduce top-k algorithmic time (ms),0.048,911104,exact,32768,lower-bound
gpu,q15_k256_max,PASS,ok,double,map_reduce,max,256,32768,Map-reduce top-k end-to-end time (ms),0.88,Map-reduce top-k end-to-end time (ms),0.88,Map-reduce top-k algorithmic time (ms),0.102,1220608,exact,32768,lower-bound
gpu,q15_k4096_max,PASS,ok,double,map_reduce,max,4096,32768,Map-reduce top-k end-to-end time (ms),3.439,Map-reduce top-k end-to-end time (ms),3.439,Map-reduce top-k algorithmic time (ms),0.107,2883584,exact,32768,lower-bound
gpu,q16_k8_max,PASS,ok,double,map_reduce,max,8,65536,Map-reduce top-k end-to-end time (ms),0.41,Map-reduce top-k end-to-end time (ms),0.41,Map-reduce top-k algorithmic time (ms),0.057,1812224,exact,65536,lower-bound
gpu,q16_k256_max,PASS,ok,double,map_reduce,max,256,65536,Map-reduce top-k end-to-end time (ms),1.27,Map-reduce top-k end-to-end time (ms),1.27,Map-reduce top-k algorithmic time (ms),0.473,2121728,exact,65536,lower-bound
gpu,q16_k4096_max,PASS,ok,double,map_reduce,max,4096,65536,Map-reduce top-k end-to-end time (ms),3.77,Map-reduce top-k end-to-end time (ms),3.77,Map-reduce top-k algorithmic time (ms),0.143,3670016,exact,65536,lower-bound
gpu,q17_k8_max,PASS,ok,double,map_reduce,max,8,131072,Map-reduce top-k end-to-end time (ms),0.485,Map-reduce top-k end-to-end time (ms),0.485,Map-reduce top-k algorithmic time (ms),0.078,3614464,exact,131072,lower-bound
gpu,q17_k256_max,PASS,ok,double,map_reduce,max,256,131072,Map-reduce top-k end-to-end time (ms),1.944,Map-reduce top-k end-to-end time (ms),1.944,Map-reduce top-k algorithmic time (ms),0.911,3923968,exact,131072,lower-bound
gpu,q17_k4096_max,PASS,ok,double,map_reduce,max,4096,131072,Map-reduce top-k end-to-end time (ms),4.646,Map-reduce top-k end-to-end time (ms),4.646,Map-reduce top-k algorithmic time (ms),0.294,5242880,exact,131072,lower-bound
gpu,q17_k131072_max,PASS,ok,double,map_reduce,max,131072,131072,Map-reduce top-k end-to-end time (ms),20.317,Map-reduce top-k end-to-end time (ms),20.317,Map-reduce top-k algorithmic time (ms),8.04,5242880,exact,131072,lower-bound
gpu,q18_k8_max,PASS,ok,double,map_reduce,max,8,262144,Map-reduce top-k end-to-end time (ms),0.677,Map-reduce top-k end-to-end time (ms),0.677,Map-reduce top-k algorithmic time (ms),0.104,6579968,exact,262144,lower-bound
gpu,q18_k256_max,PASS,ok,double,map_reduce,max,256,262144,Map-reduce top-k end-to-end time (ms),2.501,Map-reduce top-k end-to-end time (ms),2.501,Map-reduce top-k algorithmic time (ms),1.318,6889472,exact,262144,lower-bound
gpu,q18_k4096_max,PASS,ok,double,map_reduce,max,4096,262144,Map-reduce top-k end-to-end time (ms),6.332,Map-reduce top-k end-to-end time (ms),6.332,Map-reduce top-k algorithmic time (ms),1.574,8388608,exact,262144,lower-bound
gpu,q18_k131072_max,PASS,ok,double,map_reduce,max,131072,262144,Map-reduce top-k end-to-end time (ms),68.62,Map-reduce top-k end-to-end time (ms),68.62,Map-reduce top-k algorithmic time (ms),55.005,8388608,exact,262144,lower-bound
gpu,q19_k8_max,PASS,ok,double,map_reduce,max,8,524288,Map-reduce top-k end-to-end time (ms),0.889,Map-reduce top-k end-to-end time (ms),0.889,Map-reduce top-k algorithmic time (ms),0.148,9316096,exact,524288,lower-bound
gpu,q19_k256_max,PASS,ok,double,map_reduce,max,256,524288,Map-reduce top-k end-to-end time (ms),3.265,Map-reduce top-k end-to-end time (ms),3.265,Map-reduce top-k algorithmic time (ms),1.922,13459456,exact,524288,lower-bound
gpu,q19_k4096_max,PASS,ok,double,map_reduce,max,4096,524288,Map-reduce top-k end-to-end time (ms),12.826,Map-reduce top-k end-to-end time (ms),12.826,Map-reduce top-k algorithmic time (ms),8.373,14680064,exact,524288,lower-bound
gpu,q19_k131072_max,PASS,ok,double,map_reduce,max,131072,524288,Map-reduce top-k end-to-end time (ms),426.246,Map-reduce top-k end-to-end time (ms),426.246,Map-reduce top-k algorithmic time (ms),412.202,14680064,exact,524288,lower-bound
gpu,q20_k8_max,PASS,ok,double,map_reduce,max,8,1048576,Map-reduce top-k end-to-end time (ms),1.232,Map-reduce top-k end-to-end time (ms),1.232,Map-reduce top-k algorithmic time (ms),0.227,13510400,exact,1048576,lower-bound
gpu,q20_k256_max,PASS,ok,double,map_reduce,max,256,1048576,Map-reduce top-k end-to-end time (ms),4.276,Map-reduce top-k end-to-end time (ms),4.276,Map-reduce top-k algorithmic time (ms),2.615,25960448,exact,1048576,lower-bound
gpu,q20_k4096_max,PASS,ok,double,map_reduce,max,4096,1048576,Map-reduce top-k end-to-end time (ms),21.13,Map-reduce top-k end-to-end time (ms),21.13,Map-reduce top-k algorithmic time (ms),16.008,27262976,exact,1048576,lower-bound
gpu,q20_k131072_max,PASS,ok,double,map_reduce,max,131072,1048576,Map-reduce top-k end-to-end time (ms),804.939,Map-reduce top-k end-to-end time (ms),804.939,Map-reduce top-k algorithmic time (ms),790.525,27262976,exact,1048576,lower-bound
gpu,q21_k8_max,PASS,ok,double,map_reduce,max,8,2097152,Map-reduce top-k end-to-end time (ms),2.039,Map-reduce top-k end-to-end time (ms),2.039,Map-reduce top-k algorithmic time (ms),0.401,21899008,exact,2097152,lower-bound
gpu,q21_k256_max,PASS,ok,double,map_reduce,max,256,2097152,Map-reduce top-k end-to-end time (ms),6.158,Map-reduce top-k end-to-end time (ms),6.158,Map-reduce top-k algorithmic time (ms),3.674,50962432,exact,2097152,lower-bound
gpu,q21_k4096_max,PASS,ok,double,map_reduce,max,4096,2097152,Map-reduce top-k end-to-end time (ms),30.537,Map-reduce top-k end-to-end time (ms),30.537,Map-reduce top-k algorithmic time (ms),24.642,52428800,exact,2097152,lower-bound
gpu,q21_k131072_max,PASS,ok,double,map_reduce,max,131072,2097152,Map-reduce top-k end-to-end time (ms),1226.2,Map-reduce top-k end-to-end time (ms),1226.2,Map-reduce top-k algorithmic time (ms),1211.976,52428800,exact,2097152,lower-bound
gpu,q22_k8_max,PASS,ok,double,map_reduce,max,8,4194304,Map-reduce top-k end-to-end time (ms),3.51,Map-reduce top-k end-to-end time (ms),3.51,Map-reduce top-k algorithmic time (ms),0.66,38676224,exact,4194304,lower-bound
gpu,q22_k256_max,PASS,ok,double,map_reduce,max,256,4194304,Map-reduce top-k end-to-end time (ms),9.43,Map-reduce top-k end-to-end time (ms),9.43,Map-reduce top-k algorithmic time (ms),5.712,101605376,exact,4194304,lower-bound
gpu,q22_k4096_max,PASS,ok,double,map_reduce,max,4096,4194304,Map-reduce top-k end-to-end time (ms),44.969,Map-reduce top-k end-to-end time (ms),44.969,Map-reduce top-k algorithmic time (ms),38.177,102760448,exact,4194304,lower-bound
gpu,q22_k131072_max,PASS,ok,double,map_reduce,max,131072,4194304,Map-reduce top-k end-to-end time (ms),1788.29,Map-reduce top-k end-to-end time (ms),1788.29,Map-reduce top-k algorithmic time (ms),1772.644,102760448,exact,4194304,lower-bound
gpu,q23_k8_max,PASS,ok,double,map_reduce,max,8,8388608,Map-reduce top-k end-to-end time (ms),6.4,Map-reduce top-k end-to-end time (ms),6.4,Map-reduce top-k algorithmic time (ms),1.062,72230656,exact,8388608,lower-bound
gpu,q23_k256_max,PASS,ok,double,map_reduce,max,256,8388608,Map-reduce top-k end-to-end time (ms),17.521,Map-reduce top-k end-to-end time (ms),17.521,Map-reduce top-k algorithmic time (ms),11.132,202252288,exact,8388608,lower-bound
gpu,q23_k4096_max,PASS,ok,double,map_reduce,max,4096,8388608,Map-reduce top-k end-to-end time (ms),67.939,Map-reduce top-k end-to-end time (ms),67.939,Map-reduce top-k algorithmic time (ms),57.737,203423744,exact,8388608,lower-bound
gpu,q23_k131072_max,PASS,ok,double,map_reduce,max,131072,8388608,Map-reduce top-k end-to-end time (ms),2542.13,Map-reduce top-k end-to-end time (ms),2542.13,Map-reduce top-k algorithmic time (ms),2523.323,203423744,exact,8388608,lower-bound
gpu,q24_k8_max,PASS,ok,double,map_reduce,max,8,16777216,Map-reduce top-k end-to-end time (ms),12.003,Map-reduce top-k end-to-end time (ms),12.003,Map-reduce top-k algorithmic time (ms),1.667,139339520,exact,16777216,lower-bound
gpu,q24_k256_max,PASS,ok,double,map_reduce,max,256,16777216,Map-reduce top-k end-to-end time (ms),21.67,Map-reduce top-k end-to-end time (ms),21.67,Map-reduce top-k algorithmic time (ms),10.806,188850176,exact,16777216,lower-bound
gpu,q24_k4096_max,PASS,ok,double,map_reduce,max,4096,16777216,Map-reduce top-k end-to-end time (ms),105.09,Map-reduce top-k end-to-end time (ms),105.09,Map-reduce top-k algorithmic time (ms),90.134,404750336,exact,16777216,lower-bound
gpu,q24_k131072_max,PASS,ok,double,map_reduce,max,131072,16777216,Map-reduce top-k end-to-end time (ms),3686.458,Map-reduce top-k end-to-end time (ms),3686.458,Map-reduce top-k algorithmic time (ms),3662.555,404750336,exact,16777216,lower-bound
gpu,q03_k8_max,PASS,ok,double,gt,max,8,8,Ground truth end-to-end time (ms),0.264,Ground truth end-to-end time (ms),0.264,Ground truth algorithmic time (ms),0.026,128,lower-bound,8,lower-bound
gpu,q04_k8_max,PASS,ok,double,gt,max,8,16,Ground truth end-to-end time (ms),0.263,Ground truth end-to-end time (ms),0.263,Ground truth algorithmic time (ms),0.026,192,lower-bound,16,lower-bound
gpu,q05_k8_max,PASS,ok,double,gt,max,8,32,Ground truth end-to-end time (ms),0.269,Ground truth end-to-end time (ms),0.269,Ground truth algorithmic time (ms),0.026,320,lower-bound,32,lower-bound
gpu,q06_k8_max,PASS,ok,double,gt,max,8,64,Ground truth end-to-end time (ms),0.263,Ground truth end-to-end time (ms),0.263,Ground truth algorithmic time (ms),0.026,576,lower-bound,64,lower-bound
gpu,q07_k8_max,PASS,ok,double,gt,max,8,128,Ground truth end-to-end time (ms),0.264,Ground truth end-to-end time (ms),0.264,Ground truth algorithmic time (ms),0.026,1088,lower-bound,128,lower-bound
gpu,q08_k8_max,PASS,ok,double,gt,max,8,256,Ground truth end-to-end time (ms),0.266,Ground truth end-to-end time (ms),0.266,Ground truth algorithmic time (ms),0.027,2112,lower-bound,256,lower-bound
gpu,q08_k256_max,PASS,ok,double,gt,max,256,256,Ground truth end-to-end time (ms),0.268,Ground truth end-to-end time (ms),0.268,Ground truth algorithmic time (ms),0.026,4096,lower-bound,256,lower-bound
gpu,q09_k8_max,PASS,ok,double,gt,max,8,512,Ground truth end-to-end time (ms),0.268,Ground truth end-to-end time (ms),0.268,Ground truth algorithmic time (ms),0.029,4160,lower-bound,512,lower-bound
gpu,q09_k256_max,PASS,ok,double,gt,max,256,512,Ground truth end-to-end time (ms),0.275,Ground truth end-to-end time (ms),0.275,Ground truth algorithmic time (ms),0.029,6144,lower-bound,512,lower-bound
gpu,q10_k8_max,PASS,ok,double,gt,max,8,1024,Ground truth end-to-end time (ms),0.274,Ground truth end-to-end time (ms),0.274,Ground truth algorithmic time (ms),0.034,8256,lower-bound,1024,lower-bound
gpu,q10_k256_max,PASS,ok,double,gt,max,256,1024,Ground truth end-to-end time (ms),0.284,Ground truth end-to-end time (ms),0.284,Ground truth algorithmic time (ms),0.035,10240,lower-bound,1024,lower-bound
gpu,q11_k8_max,PASS,ok,double,gt,max,8,2048,Ground truth end-to-end time (ms),0.275,Ground truth end-to-end time (ms),0.275,Ground truth algorithmic time (ms),0.034,16448,lower-bound,2048,lower-bound
gpu,q11_k256_max,PASS,ok,double,gt,max,256,2048,Ground truth end-to-end time (ms),0.283,Ground truth end-to-end time (ms),0.283,Ground truth algorithmic time (ms),0.035,18432,lower-bound,2048,lower-bound
gpu,q12_k8_max,PASS,ok,double,gt,max,8,4096,Ground truth end-to-end time (ms),0.278,Ground truth end-to-end time (ms),0.278,Ground truth algorithmic time (ms),0.037,32832,lower-bound,4096,lower-bound
gpu,q12_k256_max,PASS,ok,double,gt,max,256,4096,Ground truth end-to-end time (ms),0.29,Ground truth end-to-end time (ms),0.29,Ground truth algorithmic time (ms),0.038,34816,lower-bound,4096,lower-bound
gpu,q12_k4096_max,PASS,ok,double,gt,max,4096,4096,Ground truth end-to-end time (ms),0.494,Ground truth end-to-end time (ms),0.494,Ground truth algorithmic time (ms),0.033,65536,lower-bound,4096,lower-bound
gpu,q13_k8_max,PASS,ok,double,gt,max,8,8192,Ground truth end-to-end time (ms),0.281,Ground truth end-to-end time (ms),0.281,Ground truth algorithmic time (ms),0.038,65600,lower-bound,8192,lower-bound
gpu,q13_k256_max,PASS,ok,double,gt,max,256,8192,Ground truth end-to-end time (ms),0.291,Ground truth end-to-end time (ms),0.291,Ground truth algorithmic time (ms),0.038,67584,lower-bound,8192,lower-bound
gpu,q13_k4096_max,PASS,ok,double,gt,max,4096,8192,Ground truth end-to-end time (ms),0.497,Ground truth end-to-end time (ms),0.497,Ground truth algorithmic time (ms),0.038,98304,lower-bound,8192,lower-bound
gpu,q14_k8_max,PASS,ok,double,gt,max,8,16384,Ground truth end-to-end time (ms),0.284,Ground truth end-to-end time (ms),0.284,Ground truth algorithmic time (ms),0.038,131136,lower-bound,16384,lower-bound
gpu,q14_k256_max,PASS,ok,double,gt,max,256,16384,Ground truth end-to-end time (ms),0.296,Ground truth end-to-end time (ms),0.296,Ground truth algorithmic time (ms),0.038,133120,lower-bound,16384,lower-bound
gpu,q14_k4096_max,PASS,ok,double,gt,max,4096,16384,Ground truth end-to-end time (ms),0.497,Ground truth end-to-end time (ms),0.497,Ground truth algorithmic time (ms),0.036,163840,lower-bound,16384,lower-bound
gpu,q15_k8_max,PASS,ok,double,gt,max,8,32768,Ground truth end-to-end time (ms),0.294,Ground truth end-to-end time (ms),0.294,Ground truth algorithmic time (ms),0.043,262208,lower-bound,32768,lower-bound
gpu,q15_k256_max,PASS,ok,double,gt,max,256,32768,Ground truth end-to-end time (ms),0.306,Ground truth end-to-end time (ms),0.306,Ground truth algorithmic time (ms),0.043,264192,lower-bound,32768,lower-bound
gpu,q15_k4096_max,PASS,ok,double,gt,max,4096,32768,Ground truth end-to-end time (ms),0.509,Ground truth end-to-end time (ms),0.509,Ground truth algorithmic time (ms),0.043,294912,lower-bound,32768,lower-bound
gpu,q16_k8_max,PASS,ok,double,gt,max,8,65536,Ground truth end-to-end time (ms),0.316,Ground truth end-to-end time (ms),0.316,Ground truth algorithmic time (ms),0.047,524352,lower-bound,65536,lower-bound
gpu,q16_k256_max,PASS,ok,double,gt,max,256,65536,Ground truth end-to-end time (ms),0.328,Ground truth end-to-end time (ms),0.328,Ground truth algorithmic time (ms),0.047,526336,lower-bound,65536,lower-bound
gpu,q16_k4096_max,PASS,ok,double,gt,max,4096,65536,Ground truth end-to-end time (ms),0.539,Ground truth end-to-end time (ms),0.539,Ground truth algorithmic time (ms),0.047,557056,lower-bound,65536,lower-bound
gpu,q17_k8_max,PASS,ok,double,gt,max,8,131072,Ground truth end-to-end time (ms),0.383,Ground truth end-to-end time (ms),0.383,Ground truth algorithmic time (ms),0.06,1048640,lower-bound,131072,lower-bound
gpu,q17_k256_max,PASS,ok,double,gt,max,256,131072,Ground truth end-to-end time (ms),0.392,Ground truth end-to-end time (ms),0.392,Ground truth algorithmic time (ms),0.059,1050624,lower-bound,131072,lower-bound
gpu,q17_k4096_max,PASS,ok,double,gt,max,4096,131072,Ground truth end-to-end time (ms),0.597,Ground truth end-to-end time (ms),0.597,Ground truth algorithmic time (ms),0.06,1081344,lower-bound,131072,lower-bound
gpu,q17_k131072_max,PASS,ok,double,gt,max,131072,131072,Ground truth end-to-end time (ms),9.947,Ground truth end-to-end time (ms),9.947,Ground truth algorithmic time (ms),0.361,2097152,lower-bound,131072,lower-bound
gpu,q18_k8_max,PASS,ok,double,gt,max,8,262144,Ground truth end-to-end time (ms),0.593,Ground truth end-to-end time (ms),0.593,Ground truth algorithmic time (ms),0.097,2097216,lower-bound,262144,lower-bound
gpu,q18_k256_max,PASS,ok,double,gt,max,256,262144,Ground truth end-to-end time (ms),0.608,Ground truth end-to-end time (ms),0.608,Ground truth algorithmic time (ms),0.096,2099200,lower-bound,262144,lower-bound
gpu,q18_k4096_max,PASS,ok,double,gt,max,4096,262144,Ground truth end-to-end time (ms),0.819,Ground truth end-to-end time (ms),0.819,Ground truth algorithmic time (ms),0.099,2129920,lower-bound,262144,lower-bound
gpu,q18_k131072_max,PASS,ok,double,gt,max,131072,262144,Ground truth end-to-end time (ms),9.921,Ground truth end-to-end time (ms),9.921,Ground truth algorithmic time (ms),0.299,3145728,lower-bound,262144,lower-bound
gpu,q19_k8_max,PASS,ok,double,gt,max,8,524288,Ground truth end-to-end time (ms),0.816,Ground truth end-to-end time (ms),0.816,Ground truth algorithmic time (ms),0.162,4194368,lower-bound,524288,lower-bound
gpu,q19_k256_max,PASS,ok,double,gt,max,256,524288,Ground truth end-to-end time (ms),0.831,Ground truth end-to-end time (ms),0.831,Ground truth algorithmic time (ms),0.167,4196352,lower-bound,524288,lower-bound
gpu,q19_k4096_max,PASS,ok,double,gt,max,4096,524288,Ground truth end-to-end time (ms),1.127,Ground truth end-to-end time (ms),1.127,Ground truth algorithmic time (ms),0.236,4227072,lower-bound,524288,lower-bound
gpu,q19_k131072_max,PASS,ok,double,gt,max,131072,524288,Ground truth end-to-end time (ms),10.051,Ground truth end-to-end time (ms),10.051,Ground truth algorithmic time (ms),0.248,5242880,lower-bound,524288,lower-bound
gpu,q20_k8_max,PASS,ok,double,gt,max,8,1048576,Ground truth end-to-end time (ms),1.665,Ground truth end-to-end time (ms),1.665,Ground truth algorithmic time (ms),0.609,8388672,lower-bound,1048576,lower-bound
gpu,q20_k256_max,PASS,ok,double,gt,max,256,1048576,Ground truth end-to-end time (ms),1.573,Ground truth end-to-end time (ms),1.573,Ground truth algorithmic time (ms),0.52,8390656,lower-bound,1048576,lower-bound
gpu,q20_k4096_max,PASS,ok,double,gt,max,4096,1048576,Ground truth end-to-end time (ms),1.546,Ground truth end-to-end time (ms),1.546,Ground truth algorithmic time (ms),0.311,8421376,lower-bound,1048576,lower-bound
gpu,q20_k131072_max,PASS,ok,double,gt,max,131072,1048576,Ground truth end-to-end time (ms),10.506,Ground truth end-to-end time (ms),10.506,Ground truth algorithmic time (ms),0.334,9437184,lower-bound,1048576,lower-bound
gpu,q21_k8_max,PASS,ok,double,gt,max,8,2097152,Ground truth end-to-end time (ms),3,Ground truth end-to-end time (ms),3,Ground truth algorithmic time (ms),1.138,16777280,lower-bound,2097152,lower-bound
gpu,q21_k256_max,PASS,ok,double,gt,max,256,2097152,Ground truth end-to-end time (ms),2.204,Ground truth end-to-end time (ms),2.204,Ground truth algorithmic time (ms),0.571,16779264,lower-bound,2097152,lower-bound
gpu,q21_k4096_max,PASS,ok,double,gt,max,4096,2097152,Ground truth end-to-end time (ms),2.42,Ground truth end-to-end time (ms),2.42,Ground truth algorithmic time (ms),0.573,16809984,lower-bound,2097152,lower-bound
gpu,q21_k131072_max,PASS,ok,double,gt,max,131072,2097152,Ground truth end-to-end time (ms),11.875,Ground truth end-to-end time (ms),11.875,Ground truth algorithmic time (ms),0.926,17825792,lower-bound,2097152,lower-bound
gpu,q22_k8_max,PASS,ok,double,gt,max,8,4194304,Ground truth end-to-end time (ms),4.747,Ground truth end-to-end time (ms),4.747,Ground truth algorithmic time (ms),1.52,33554496,lower-bound,4194304,lower-bound
gpu,q22_k256_max,PASS,ok,double,gt,max,256,4194304,Ground truth end-to-end time (ms),4.246,Ground truth end-to-end time (ms),4.246,Ground truth algorithmic time (ms),1.077,33556480,lower-bound,4194304,lower-bound
gpu,q22_k4096_max,PASS,ok,double,gt,max,4096,4194304,Ground truth end-to-end time (ms),4.456,Ground truth end-to-end time (ms),4.456,Ground truth algorithmic time (ms),1.093,33587200,lower-bound,4194304,lower-bound
