source,backend,dtype,algorithm,mode,k,n,file_path,elapsed_seconds,energy_joules,average_watts,baseline_watts,net_energy_joules,net_average_watts,command_exit_code,inproc_counters,inproc_e2e_joules,inproc_algo_joules,inproc_e2e_seconds,inproc_algo_seconds,inproc_net_e2e_joules,inproc_net_algo_joules,inproc_loop_joules,inproc_loop_seconds
rapl,cpu,double,bitonic,max,256,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k256_max_uniform_s16000404_rep1_rapl.txt,0.06056,0.651563,10.758968,4.707117,0.3665,6.051851,0,rapl:package+core,0.431132,0.431132,0.039114,0.039114,0.247017825662,0.247017825662,0.531696,0.049407
rapl,cpu,double,bitonic,max,256,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k256_max_uniform_s16000404_rep2_rapl.txt,0.058342,0.635618,10.894783,4.707117,0.360998,6.187666,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k256_max_uniform_s16000404_rep3_rapl.txt,0.058779,0.636885,10.835203,4.707117,0.360204,6.128086,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k4096_max_uniform_s16004244_rep1_rapl.txt,0.091577,0.938916,10.252796,4.707117,0.507854,5.545679,0,rapl:package+core,0.653118,0.653118,0.068891,0.068891,0.328840002753,0.328840002753,0.827548,0.079993
rapl,cpu,double,bitonic,max,4096,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k4096_max_uniform_s16004244_rep2_rapl.txt,0.091861,0.961026,10.461794,4.707117,0.528628,5.754677,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k4096_max_uniform_s16004244_rep3_rapl.txt,0.094495,1.062903,11.248296,4.707117,0.618106,6.541179,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k8_max_uniform_s16000156_rep1_rapl.txt,0.032334,0.327696,10.134766,4.707117,0.175497,5.427649,0,rapl:package+core,0.171256,0.171256,0.014924,0.014924,0.101006985892,0.101006985892,0.272782,0.025472
rapl,cpu,double,bitonic,max,8,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k8_max_uniform_s16000156_rep2_rapl.txt,0.04166,0.416147,9.989109,4.707117,0.220048,5.281992,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,65536,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q16_k8_max_uniform_s16000156_rep3_rapl.txt,0.032186,0.347058,10.782797,4.707117,0.195553,6.07568,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k131072_max_uniform_s17131223_rep1_rapl.txt,0.153635,2.051896,13.355694,4.707117,1.32872,8.648577,0,rapl:package+core,1.448458,1.448458,0.100297,0.100297,0.976348286251,0.976348286251,1.504286,0.103284
rapl,cpu,double,bitonic,max,131072,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k131072_max_uniform_s17131223_rep2_rapl.txt,0.154178,2.050705,13.300901,4.707117,1.324972,8.593784,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k131072_max_uniform_s17131223_rep3_rapl.txt,0.153958,2.061493,13.389963,4.707117,1.336794,8.682846,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k256_max_uniform_s17000407_rep1_rapl.txt,0.078845,0.980464,12.435294,4.707117,0.60933,7.728177,0,rapl:package+core,0.702342,0.702342,0.062741,0.062741,0.407012772303,0.407012772303,0.967037,0.083964
rapl,cpu,double,bitonic,max,256,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k256_max_uniform_s17000407_rep2_rapl.txt,0.077801,0.979579,12.590791,4.707117,0.61336,7.883674,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k256_max_uniform_s17000407_rep3_rapl.txt,0.078118,0.975444,12.486826,4.707117,0.607734,7.779709,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k4096_max_uniform_s17004247_rep1_rapl.txt,0.107291,1.366903,12.740148,4.707117,0.861872,8.033031,0,rapl:package+core,0.907229,0.907229,0.071893,0.071893,0.568820237519,0.568820237519,1.209745,0.094134
rapl,cpu,double,bitonic,max,4096,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k4096_max_uniform_s17004247_rep2_rapl.txt,0.107005,1.361929,12.727756,4.707117,0.858246,8.020639,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k4096_max_uniform_s17004247_rep3_rapl.txt,0.106762,1.346533,12.612511,4.707117,0.843993,7.905394,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k8_max_uniform_s17000159_rep1_rapl.txt,0.048156,0.592545,12.304752,4.707117,0.36587,7.597635,0,rapl:package+core,0.206106,0.206106,0.016766,0.016766,0.127186476378,0.127186476378,0.436257,0.037729
rapl,cpu,double,bitonic,max,8,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k8_max_uniform_s17000159_rep2_rapl.txt,0.047981,0.530399,11.054349,4.707117,0.304547,6.347232,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,131072,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q17_k8_max_uniform_s17000159_rep3_rapl.txt,0.047913,0.536791,11.20349,4.707117,0.31126,6.496373,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k131072_max_uniform_s18131226_rep1_rapl.txt,0.225209,3.66044,16.25349,4.707117,2.600353,11.546373,0,rapl:package+core,2.084821,2.084821,0.124938,0.124938,1.49672321625,1.49672321625,3.005109,0.169622
rapl,cpu,double,bitonic,max,131072,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k131072_max_uniform_s18131226_rep2_rapl.txt,0.224977,3.664224,16.287121,4.707117,2.605232,11.580004,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k131072_max_uniform_s18131226_rep3_rapl.txt,0.226007,3.699516,16.369017,4.707117,2.635674,11.6619,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k256_max_uniform_s18000410_rep1_rapl.txt,0.107974,1.654974,15.327516,4.707117,1.146728,10.620399,0,rapl:package+core,0.758459,0.758459,0.04904,0.04904,0.52762198232,0.52762198232,1.369146,0.093472
rapl,cpu,double,bitonic,max,256,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k256_max_uniform_s18000410_rep2_rapl.txt,0.10675,1.530118,14.333721,4.707117,1.027635,9.626604,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k256_max_uniform_s18000410_rep3_rapl.txt,0.108275,1.570628,14.505924,4.707117,1.060965,9.798807,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k4096_max_uniform_s18004250_rep1_rapl.txt,0.135268,2.157832,15.952248,4.707117,1.521109,11.245131,0,rapl:package+core,1.523511,1.523511,0.073733,0.073733,1.17644114224,1.17644114224,1.911568,0.118822
rapl,cpu,double,bitonic,max,4096,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k4096_max_uniform_s18004250_rep2_rapl.txt,0.1357,2.166209,15.96325,4.707117,1.527454,11.256133,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k4096_max_uniform_s18004250_rep3_rapl.txt,0.135567,2.172312,16.023877,4.707117,1.534181,11.31676,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k8_max_uniform_s18000162_rep1_rapl.txt,0.075957,0.890045,11.717702,4.707117,0.532505,7.010585,0,rapl:package+core,0.270493,0.270493,0.019259,0.019259,0.179838633697,0.179838633697,0.817844,0.062738
rapl,cpu,double,bitonic,max,8,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k8_max_uniform_s18000162_rep2_rapl.txt,0.076137,0.931516,12.234762,4.707117,0.573131,7.527645,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,262144,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q18_k8_max_uniform_s18000162_rep3_rapl.txt,0.076336,0.922514,12.084853,4.707117,0.56319,7.377736,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k131072_max_uniform_s19131229_rep1_rapl.txt,0.231317,5.699397,24.638949,4.707117,4.610563,19.931832,0,rapl:package+core,4.352606,4.352606,0.162328,0.162328,3.58850911162,3.58850911162,4.77615,0.175931
rapl,cpu,double,bitonic,max,131072,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k131072_max_uniform_s19131229_rep2_rapl.txt,0.225685,5.608383,24.850504,4.707117,4.546058,20.143387,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k131072_max_uniform_s19131229_rep3_rapl.txt,0.24379,5.798376,23.784268,4.707117,4.650826,19.077151,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k256_max_uniform_s19000413_rep1_rapl.txt,0.144476,2.639237,18.267688,4.707117,1.959173,13.560571,0,rapl:package+core,1.308904,1.308904,0.062775,0.062775,1.01341473033,1.01341473033,2.17866,0.116687
rapl,cpu,double,bitonic,max,256,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k256_max_uniform_s19000413_rep2_rapl.txt,0.164048,2.91025,17.740188,4.707117,2.138055,13.033071,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k256_max_uniform_s19000413_rep3_rapl.txt,0.141531,2.587604,18.282919,4.707117,1.9214,13.575802,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k4096_max_uniform_s19004253_rep1_rapl.txt,0.18952,3.81836,20.147518,4.707117,2.926267,15.440401,0,rapl:package+core,1.976829,1.976829,0.094757,0.094757,1.53079671443,1.53079671443,3.154057,0.143713
rapl,cpu,double,bitonic,max,4096,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k4096_max_uniform_s19004253_rep2_rapl.txt,0.181321,3.747655,20.668659,4.707117,2.894157,15.961542,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k4096_max_uniform_s19004253_rep3_rapl.txt,0.177016,3.655924,20.653013,4.707117,2.822687,15.945896,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k8_max_uniform_s19000165_rep1_rapl.txt,0.117063,1.633674,13.955477,4.707117,1.082643,9.24836,0,rapl:package+core,0.743065,0.743065,0.043564,0.043564,0.538004155012,0.538004155012,1.386754,0.099
rapl,cpu,double,bitonic,max,8,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k8_max_uniform_s19000165_rep2_rapl.txt,0.121369,1.659903,13.676485,4.707117,1.088604,8.969368,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,524288,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q19_k8_max_uniform_s19000165_rep3_rapl.txt,0.11349,1.601801,14.114015,4.707117,1.06759,9.406898,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k131072_max_uniform_s20131232_rep1_rapl.txt,0.481799,11.594905,24.065837,4.707117,9.327019,19.35872,0,rapl:package+core,9.544413,9.544413,0.401631,0.401631,7.65388889217,7.65388889217,11.075615,0.478853
rapl,cpu,double,bitonic,max,131072,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k131072_max_uniform_s20131232_rep2_rapl.txt,0.497317,11.73975,23.60619,4.707117,9.398823,18.899073,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k131072_max_uniform_s20131232_rep3_rapl.txt,0.457503,11.283581,24.663386,4.707117,9.130059,19.956269,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k256_max_uniform_s20000416_rep1_rapl.txt,0.259683,5.301392,20.414831,4.707117,4.079032,15.707714,0,rapl:package+core,2.450259,2.450259,0.129936,0.129936,1.83863504549,1.83863504549,4.140426,0.199616
rapl,cpu,double,bitonic,max,256,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k256_max_uniform_s20000416_rep2_rapl.txt,0.248016,4.890433,19.718225,4.707117,3.722993,15.011108,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k256_max_uniform_s20000416_rep3_rapl.txt,0.24735,4.995392,20.195624,4.707117,3.831086,15.488507,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k4096_max_uniform_s20004256_rep1_rapl.txt,0.294799,6.688756,22.689183,4.707117,5.301101,17.982066,0,rapl:package+core,4.26624,4.26624,0.183561,0.183561,3.40219689636,3.40219689636,5.895096,0.2469
rapl,cpu,double,bitonic,max,4096,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k4096_max_uniform_s20004256_rep2_rapl.txt,0.303825,6.811034,22.417647,4.707117,5.380896,17.71053,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k4096_max_uniform_s20004256_rep3_rapl.txt,0.293154,6.684011,22.800377,4.707117,5.304103,18.09326,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k8_max_uniform_s20000168_rep1_rapl.txt,0.168106,2.47471,14.721121,4.707117,1.683415,10.014004,0,rapl:package+core,0.833711,0.833711,0.059713,0.059713,0.552634922579,0.552634922579,2.056259,0.135963
rapl,cpu,double,bitonic,max,8,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k8_max_uniform_s20000168_rep2_rapl.txt,0.16767,2.495324,14.88233,4.707117,1.706081,10.175213,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,1048576,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q20_k8_max_uniform_s20000168_rep3_rapl.txt,0.157369,2.370894,15.065859,4.707117,1.630141,10.358742,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k131072_max_uniform_s21131235_rep1_rapl.txt,0.753641,21.059763,27.944038,4.707117,17.512288,23.236921,0,rapl:package+core,17.250148,17.250148,0.585391,0.585391,14.4946440723,14.4946440723,18.664608,0.639332
rapl,cpu,double,bitonic,max,131072,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k131072_max_uniform_s21131235_rep2_rapl.txt,0.746112,21.047877,28.210073,4.707117,17.53584,23.502956,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k131072_max_uniform_s21131235_rep3_rapl.txt,0.748785,21.00781,28.055845,4.707117,17.483189,23.348728,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k256_max_uniform_s21000419_rep1_rapl.txt,0.417938,8.897031,21.287945,4.707117,6.92975,16.580828,0,rapl:package+core,5.761527,5.761527,0.26217,0.26217,4.52746213611,4.52746213611,8.100869,0.38113
rapl,cpu,double,bitonic,max,256,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k256_max_uniform_s21000419_rep2_rapl.txt,0.428138,8.996804,21.013805,4.707117,6.981509,16.306688,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k256_max_uniform_s21000419_rep3_rapl.txt,0.422765,8.866119,20.971766,4.707117,6.876117,16.264649,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k4096_max_uniform_s21004259_rep1_rapl.txt,0.614449,13.911298,22.64028,4.707117,11.019015,17.933163,0,rapl:package+core,10.706003,10.706003,0.440825,0.440825,8.63098814848,8.63098814848,13.324125,0.575216
rapl,cpu,double,bitonic,max,4096,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k4096_max_uniform_s21004259_rep2_rapl.txt,0.612525,13.838823,22.593075,4.707117,10.955596,17.885958,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k4096_max_uniform_s21004259_rep3_rapl.txt,0.608004,13.796131,22.690852,4.707117,10.934185,17.983735,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k8_max_uniform_s21000171_rep1_rapl.txt,0.275694,4.866462,17.651686,4.707117,3.568739,12.944569,0,rapl:package+core,1.739766,1.739766,0.116042,0.116042,1.19354272909,1.19354272909,4.199291,0.23333
rapl,cpu,double,bitonic,max,8,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k8_max_uniform_s21000171_rep2_rapl.txt,0.276856,4.789562,17.299805,4.707117,3.486366,12.592688,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,2097152,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q21_k8_max_uniform_s21000171_rep3_rapl.txt,0.271957,4.756636,17.490372,4.707117,3.476501,12.783255,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k131072_max_uniform_s22131238_rep1_rapl.txt,1.741058,45.397432,26.074618,4.707117,37.202067,21.367501,0,rapl:package+core,38.433465,38.433465,1.400666,1.400666,31.8403662601,31.8403662601,42.191025,1.609368
rapl,cpu,double,bitonic,max,131072,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k131072_max_uniform_s22131238_rep2_rapl.txt,1.73661,45.355626,26.117329,4.707117,37.181198,21.410212,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k131072_max_uniform_s22131238_rep3_rapl.txt,1.762648,45.700868,25.927399,4.707117,37.403879,21.220282,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k256_max_uniform_s22000422_rep1_rapl.txt,0.850502,18.673824,21.956225,4.707117,14.670409,17.249108,0,rapl:package+core,12.846673,12.846673,0.528898,0.528898,10.3570882329,10.3570882329,16.477435,0.730047
rapl,cpu,double,bitonic,max,256,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k256_max_uniform_s22000422_rep2_rapl.txt,0.859545,19.497878,22.683959,4.707117,15.4519,17.976842,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k256_max_uniform_s22000422_rep3_rapl.txt,0.872171,18.942471,21.718754,4.707117,14.837059,17.011637,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k4096_max_uniform_s22004262_rep1_rapl.txt,1.134495,27.292473,24.056925,4.707117,21.95227,19.349808,0,rapl:package+core,20.352481,20.352481,0.770922,0.770922,16.7236609481,16.7236609481,24.162065,0.977184
rapl,cpu,double,bitonic,max,4096,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k4096_max_uniform_s22004262_rep2_rapl.txt,1.083611,26.870619,24.797287,4.707117,21.769934,20.09017,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k4096_max_uniform_s22004262_rep3_rapl.txt,1.1392,27.367176,24.023159,4.707117,22.00483,19.316042,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k8_max_uniform_s22000174_rep1_rapl.txt,0.496609,9.090533,18.305222,4.707117,6.752938,13.598105,0,rapl:package+core,4.241008,4.241008,0.213473,0.213473,3.23616561266,3.23616561266,7.920886,0.41064
rapl,cpu,double,bitonic,max,8,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k8_max_uniform_s22000174_rep2_rapl.txt,0.487028,9.002678,18.484942,4.707117,6.710182,13.777825,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,4194304,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q22_k8_max_uniform_s22000174_rep3_rapl.txt,0.493381,9.212598,18.672371,4.707117,6.890195,13.965254,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k131072_max_uniform_s23131241_rep1_rapl.txt,3.319272,90.968379,27.406121,4.707117,75.344176,22.699004,0,rapl:package+core,77.564427,77.564427,2.668605,2.668605,65.0029910382,65.0029910382,83.551618,3.020143
rapl,cpu,double,bitonic,max,131072,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k131072_max_uniform_s23131241_rep2_rapl.txt,3.346577,91.659262,27.388958,4.707117,75.906532,22.681841,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k131072_max_uniform_s23131241_rep3_rapl.txt,3.549661,93.944529,26.465777,4.707117,77.235861,21.75866,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k256_max_uniform_s23000425_rep1_rapl.txt,1.612912,37.538662,23.273848,4.707117,29.946498,18.566731,0,rapl:package+core,27.191429,27.191429,1.046309,1.046309,22.2663301188,22.2663301188,33.028993,1.396749
rapl,cpu,double,bitonic,max,256,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k256_max_uniform_s23000425_rep2_rapl.txt,1.584663,37.09618,23.409509,4.707117,29.636986,18.702392,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k256_max_uniform_s23000425_rep3_rapl.txt,1.652619,37.765854,22.852125,4.707117,29.986784,18.145008,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k4096_max_uniform_s23004265_rep1_rapl.txt,2.271115,55.604852,24.483508,4.707117,44.91445,19.776391,0,rapl:package+core,43.996196,43.996196,1.632509,1.632509,36.3117851334,36.3117851334,49.406106,1.984523
rapl,cpu,double,bitonic,max,4096,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k4096_max_uniform_s23004265_rep2_rapl.txt,2.188097,54.728188,25.011777,4.707117,44.428561,20.30466,0,,,,,,,,,
rapl,cpu,double,bitonic,max,4096,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k4096_max_uniform_s23004265_rep3_rapl.txt,2.275509,56.420452,24.794647,4.707117,45.709363,20.08753,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k8_max_uniform_s23000177_rep1_rapl.txt,0.917645,17.572318,19.149359,4.707117,13.252855,14.442242,0,rapl:package+core,9.517332,9.517332,0.433767,0.433767,7.47553998026,7.47553998026,15.420132,0.781946
rapl,cpu,double,bitonic,max,8,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k8_max_uniform_s23000177_rep2_rapl.txt,0.906475,17.642261,19.462489,4.707117,13.375377,14.755372,0,,,,,,,,,
rapl,cpu,double,bitonic,max,8,8388608,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q23_k8_max_uniform_s23000177_rep3_rapl.txt,0.908462,17.534585,19.301405,4.707117,13.25835,14.594288,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,16777216,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q24_k131072_max_uniform_s24131244_rep1_rapl.txt,6.819345,186.223875,27.308177,4.707117,154.124421,22.60106,0,rapl:package+core,158.190066,158.190066,5.408905,5.408905,132.729717323,132.729717323,167.609939,6.031365
rapl,cpu,double,bitonic,max,131072,16777216,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q24_k131072_max_uniform_s24131244_rep2_rapl.txt,6.667953,184.428771,27.65898,4.707117,153.041937,22.951863,0,,,,,,,,,
rapl,cpu,double,bitonic,max,131072,16777216,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q24_k131072_max_uniform_s24131244_rep3_rapl.txt,6.623965,184.232355,27.813003,4.707117,153.052578,23.105886,0,,,,,,,,,
rapl,cpu,double,bitonic,max,256,16777216,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q24_k256_max_uniform_s24000428_rep1_rapl.txt,3.535719,78.984502,22.33902,4.707117,62.341458,17.631903,0,rapl:package+core,58.187069,58.187069,2.234176,2.234176,47.6705411694,47.6705411694,67.495777,2.854243
rapl,cpu,double,bitonic,max,256,16777216,bench/results/raw/energy/measurements/20260801_015012_cpu_double_bitonic_q24_k256_max_uniform_s24000428_rep2_rapl.txt,3.23396,75.505953,23.347829,4.707117,60.283323,18.640712,0,,,,,,,,,
