source,backend,dtype,algorithm,mode,k,n,dist,seed,rep,file_path,elapsed_seconds,energy_joules,average_watts,baseline_watts,net_energy_joules,net_average_watts,command_exit_code,inproc_counters,inproc_e2e_joules,inproc_algo_joules,inproc_e2e_seconds,inproc_algo_seconds,inproc_net_e2e_joules,inproc_net_algo_joules,inproc_loop_joules,inproc_loop_seconds
rapl,cpu,uint,bitonic,max,256,65536,uniform,16000404,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k256_max_uniform_s16000404_rep1_rapl.txt,0.0287,0.29866,10.406317,4.871461,0.15885,5.534856,0,rapl:package+core,0.181784,0.181784,0.017488,0.017488,0.096591890032,0.096591890032,0.215809,0.022281
rapl,cpu,uint,bitonic,max,256,65536,uniform,16000404,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k256_max_uniform_s16000404_rep2_rapl.txt,0.028774,0.299454,10.407095,4.871461,0.159282,5.535634,0,rapl:package+core,0.17539,0.17539,0.017505,0.017505,0.090115075195,0.090115075195,0.212147,0.022357
rapl,cpu,uint,bitonic,max,256,65536,uniform,16000404,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k256_max_uniform_s16000404_rep3_rapl.txt,0.030419,0.300003,9.862242,4.871461,0.151816,4.990781,0,rapl:package+core,0.18244,0.18244,0.018964,0.018964,0.090057613596,0.090057613596,0.229022,0.023998
rapl,cpu,uint,bitonic,max,4096,65536,uniform,16004244,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k4096_max_uniform_s16004244_rep1_rapl.txt,0.040922,0.40658,9.935389,4.871461,0.207228,5.063928,0,rapl:package+core,0.275926,0.275926,0.028563,0.028563,0.136782459457,0.136782459457,0.321593,0.033447
rapl,cpu,uint,bitonic,max,4096,65536,uniform,16004244,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k4096_max_uniform_s16004244_rep2_rapl.txt,0.042226,0.411249,9.739274,4.871461,0.205547,4.867813,0,rapl:package+core,0.279634,0.279634,0.029269,0.029269,0.137051207991,0.137051207991,0.327299,0.034757
rapl,cpu,uint,bitonic,max,4096,65536,uniform,16004244,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k4096_max_uniform_s16004244_rep3_rapl.txt,0.041204,0.401896,9.753873,4.871461,0.201174,4.882412,0,rapl:package+core,0.252689,0.252689,0.028681,0.028681,0.112970627059,0.112970627059,0.320556,0.033713
rapl,cpu,uint,bitonic,max,8,65536,uniform,16000156,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k8_max_uniform_s16000156_rep1_rapl.txt,0.018684,0.221134,11.835682,4.871461,0.130117,6.964221,0,rapl:package+core,0.064862,0.064862,0.008327,0.008327,0.024297344253,0.024297344253,0.121225,0.013128
rapl,cpu,uint,bitonic,max,8,65536,uniform,16000156,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k8_max_uniform_s16000156_rep2_rapl.txt,0.018539,0.198202,10.690836,4.871461,0.107888,5.819375,0,rapl:package+core,0.080195,0.080195,0.008271,0.008271,0.039903146069,0.039903146069,0.124246,0.013115
rapl,cpu,uint,bitonic,max,8,65536,uniform,16000156,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q16_k8_max_uniform_s16000156_rep3_rapl.txt,0.018625,0.188177,10.103193,4.871461,0.097444,5.231732,0,rapl:package+core,0.076412,0.076412,0.008313,0.008313,0.035915544707,0.035915544707,0.124902,0.01311
rapl,cpu,uint,bitonic,max,131072,131072,uniform,17131223,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k131072_max_uniform_s17131223_rep1_rapl.txt,0.100623,1.085378,10.786617,4.871461,0.595199,5.915156,0,rapl:package+core,0.873535,0.873535,0.081076,0.081076,0.478576427964,0.478576427964,0.901076,0.083259
rapl,cpu,uint,bitonic,max,131072,131072,uniform,17131223,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k131072_max_uniform_s17131223_rep2_rapl.txt,0.099887,1.074483,10.757022,4.871461,0.587889,5.885561,0,rapl:package+core,0.85338,0.85338,0.081414,0.081414,0.456774874146,0.456774874146,0.904006,0.083584
rapl,cpu,uint,bitonic,max,131072,131072,uniform,17131223,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k131072_max_uniform_s17131223_rep3_rapl.txt,0.099321,1.062598,10.698584,4.871461,0.578758,5.827123,0,rapl:package+core,0.856385,0.856385,0.081194,0.081194,0.460851595566,0.460851595566,0.894363,0.083333
rapl,cpu,uint,bitonic,max,256,131072,uniform,17000407,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k256_max_uniform_s17000407_rep1_rapl.txt,0.038927,0.442619,11.370396,4.871461,0.252986,6.498935,0,rapl:package+core,0.193685,0.193685,0.019658,0.019658,0.097921819662,0.097921819662,0.340909,0.030633
rapl,cpu,uint,bitonic,max,256,131072,uniform,17000407,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k256_max_uniform_s17000407_rep2_rapl.txt,0.03862,0.420541,10.889137,4.871461,0.232404,6.017676,0,rapl:package+core,0.251727,0.251727,0.019601,0.019601,0.156241492939,0.156241492939,0.331892,0.030494
rapl,cpu,uint,bitonic,max,256,131072,uniform,17000407,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k256_max_uniform_s17000407_rep3_rapl.txt,0.038663,0.434701,11.243221,4.871461,0.246354,6.37176,0,rapl:package+core,0.231935,0.231935,0.019669,0.019669,0.136118233591,0.136118233591,0.350903,0.030463
rapl,cpu,uint,bitonic,max,4096,131072,uniform,17004247,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k4096_max_uniform_s17004247_rep1_rapl.txt,0.051505,0.576645,11.195832,4.871461,0.325739,6.324371,0,rapl:package+core,0.366574,0.366574,0.031692,0.031692,0.212187657988,0.212187657988,0.488897,0.042389
rapl,cpu,uint,bitonic,max,4096,131072,uniform,17004247,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k4096_max_uniform_s17004247_rep2_rapl.txt,0.051414,0.585099,11.380094,4.871461,0.334636,6.508633,0,rapl:package+core,0.401957,0.401957,0.030435,0.030435,0.253694084465,0.253694084465,0.48081,0.042283
rapl,cpu,uint,bitonic,max,4096,131072,uniform,17004247,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k4096_max_uniform_s17004247_rep3_rapl.txt,0.051099,0.579346,11.337809,4.871461,0.330421,6.466348,0,rapl:package+core,0.353635,0.353635,0.031454,0.031454,0.200408065706,0.200408065706,0.478644,0.041943
rapl,cpu,uint,bitonic,max,8,131072,uniform,17000159,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k8_max_uniform_s17000159_rep1_rapl.txt,0.02711,0.281312,10.376649,4.871461,0.149246,5.505188,0,rapl:package+core,0.072231,0.072231,0.009591,0.009591,0.025508817549,0.025508817549,0.200185,0.019842
rapl,cpu,uint,bitonic,max,8,131072,uniform,17000159,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k8_max_uniform_s17000159_rep2_rapl.txt,0.02688,0.280426,10.432412,4.871461,0.14948,5.560951,0,rapl:package+core,0.189139,0.189139,0.00952,0.00952,0.14276269128,0.14276269128,0.201925,0.019576
rapl,cpu,uint,bitonic,max,8,131072,uniform,17000159,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q17_k8_max_uniform_s17000159_rep3_rapl.txt,0.028138,0.285996,10.163991,4.871461,0.148922,5.29253,0,rapl:package+core,0.10386,0.10386,0.009729,0.009729,0.056465555931,0.056465555931,0.220142,0.021036
rapl,cpu,uint,bitonic,max,131072,262144,uniform,18131226,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k131072_max_uniform_s18131226_rep1_rapl.txt,0.141596,1.872172,13.221942,4.871461,1.182393,8.350481,0,rapl:package+core,1.558085,1.558085,0.098678,0.098678,1.07737897144,1.07737897144,1.617241,0.120138
rapl,cpu,uint,bitonic,max,131072,262144,uniform,18131226,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k131072_max_uniform_s18131226_rep2_rapl.txt,0.141092,1.879801,13.323245,4.871461,1.192478,8.451784,0,rapl:package+core,0.980799,0.980799,0.098214,0.098214,0.502353329346,0.502353329346,1.610756,0.119931
rapl,cpu,uint,bitonic,max,131072,262144,uniform,18131226,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k131072_max_uniform_s18131226_rep3_rapl.txt,0.14172,1.878244,13.253176,4.871461,1.187859,8.381715,0,rapl:package+core,1.051144,1.051144,0.098358,0.098358,0.571996838962,0.571996838962,1.609079,0.119979
rapl,cpu,uint,bitonic,max,256,262144,uniform,18000410,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k256_max_uniform_s18000410_rep1_rapl.txt,0.055831,0.712137,12.755127,4.871461,0.440156,7.883666,0,rapl:package+core,0.364177,0.364177,0.022006,0.022006,0.256975629234,0.256975629234,0.577317,0.043153
rapl,cpu,uint,bitonic,max,256,262144,uniform,18000410,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k256_max_uniform_s18000410_rep2_rapl.txt,0.055391,0.708627,12.793218,4.871461,0.438793,7.921757,0,rapl:package+core,0.267415,0.267415,0.021791,0.021791,0.161260993349,0.161260993349,0.564485,0.042802
rapl,cpu,uint,bitonic,max,256,262144,uniform,18000410,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k256_max_uniform_s18000410_rep3_rapl.txt,0.055644,0.702692,12.62829,4.871461,0.431623,7.756829,0,rapl:package+core,0.278505,0.278505,0.021823,0.021823,0.172195106597,0.172195106597,0.553362,0.042904
rapl,cpu,uint,bitonic,max,4096,262144,uniform,18004250,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k4096_max_uniform_s18004250_rep1_rapl.txt,0.065546,0.912246,13.917739,4.871461,0.592943,9.046278,0,rapl:package+core,0.482167,0.482167,0.03232,0.03232,0.32472138048,0.32472138048,0.77976,0.053238
rapl,cpu,uint,bitonic,max,4096,262144,uniform,18004250,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k4096_max_uniform_s18004250_rep2_rapl.txt,0.066875,0.939557,14.049505,4.871461,0.613779,9.178044,0,rapl:package+core,0.50214,0.50214,0.032926,0.032926,0.341742275114,0.341742275114,0.810887,0.054514
rapl,cpu,uint,bitonic,max,4096,262144,uniform,18004250,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k4096_max_uniform_s18004250_rep3_rapl.txt,0.066388,0.927076,13.964534,4.871461,0.60367,9.093073,0,rapl:package+core,0.501469,0.501469,0.032557,0.032557,0.342868844223,0.342868844223,0.782552,0.053895
rapl,cpu,uint,bitonic,max,8,262144,uniform,18000162,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k8_max_uniform_s18000162_rep1_rapl.txt,0.043152,0.470678,10.90754,4.871461,0.260467,6.036079,0,rapl:package+core,0.13221,0.13221,0.011594,0.011594,0.075730281166,0.075730281166,0.354123,0.032456
rapl,cpu,uint,bitonic,max,8,262144,uniform,18000162,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k8_max_uniform_s18000162_rep2_rapl.txt,0.044335,0.475119,10.716479,4.871461,0.259141,5.845018,0,rapl:package+core,0.102213,0.102213,0.011608,0.011608,0.045665080712,0.045665080712,0.368969,0.032477
rapl,cpu,uint,bitonic,max,8,262144,uniform,18000162,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q18_k8_max_uniform_s18000162_rep3_rapl.txt,0.048393,0.777166,16.059468,4.871461,0.541421,11.188007,0,rapl:package+core,0.1881,0.1881,0.01269,0.01269,0.12628115991,0.12628115991,0.482473,0.034667
rapl,cpu,uint,bitonic,max,131072,524288,uniform,19131229,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k131072_max_uniform_s19131229_rep1_rapl.txt,0.142219,2.729427,19.191677,4.871461,2.036611,14.320216,0,rapl:package+core,2.167995,2.167995,0.103708,0.103708,1.66278552261,1.66278552261,2.303546,0.113038
rapl,cpu,uint,bitonic,max,131072,524288,uniform,19131229,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k131072_max_uniform_s19131229_rep2_rapl.txt,0.142843,2.79818,19.589264,4.871461,2.102328,14.717803,0,rapl:package+core,2.197746,2.197746,0.103185,0.103185,1.69508429671,1.69508429671,2.341767,0.112586
rapl,cpu,uint,bitonic,max,131072,524288,uniform,19131229,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k131072_max_uniform_s19131229_rep3_rapl.txt,0.14099,2.730648,19.367669,4.871461,2.043821,14.496208,0,rapl:package+core,2.130902,2.130902,0.102029,0.102029,1.63387170563,1.63387170563,2.316134,0.111339
rapl,cpu,uint,bitonic,max,256,524288,uniform,19000413,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k256_max_uniform_s19000413_rep1_rapl.txt,0.089011,1.270397,14.272291,4.871461,0.836781,9.40083,0,rapl:package+core,0.441338,0.441338,0.028928,0.028928,0.300416376192,0.300416376192,1.041953,0.071273
rapl,cpu,uint,bitonic,max,256,524288,uniform,19000413,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k256_max_uniform_s19000413_rep2_rapl.txt,0.088635,1.259151,14.205992,4.871461,0.827368,9.334531,0,rapl:package+core,0.333357,0.333357,0.028828,0.028828,0.192922522292,0.192922522292,1.020471,0.071127
rapl,cpu,uint,bitonic,max,256,524288,uniform,19000413,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k256_max_uniform_s19000413_rep3_rapl.txt,0.086998,1.227078,14.104671,4.871461,0.803271,9.23321,0,rapl:package+core,0.354198,0.354198,0.028017,0.028017,0.217714277163,0.217714277163,1.016,0.069821
rapl,cpu,uint,bitonic,max,4096,524288,uniform,19004253,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k4096_max_uniform_s19004253_rep1_rapl.txt,0.098622,1.611717,16.342314,4.871461,1.131282,11.470853,0,rapl:package+core,0.638779,0.638779,0.037974,0.037974,0.453790139986,0.453790139986,1.350028,0.080185
rapl,cpu,uint,bitonic,max,4096,524288,uniform,19004253,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k4096_max_uniform_s19004253_rep2_rapl.txt,0.098435,1.579584,16.04691,4.871461,1.10006,11.175449,0,rapl:package+core,0.604782,0.604782,0.037817,0.037817,0.420557959363,0.420557959363,1.349249,0.080016
rapl,cpu,uint,bitonic,max,4096,524288,uniform,19004253,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k4096_max_uniform_s19004253_rep3_rapl.txt,0.098822,1.591531,16.104969,4.871461,1.110122,11.233508,0,rapl:package+core,0.650677,0.650677,0.037897,0.037897,0.466063242483,0.466063242483,1.337226,0.08038
rapl,cpu,uint,bitonic,max,8,524288,uniform,19000165,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k8_max_uniform_s19000165_rep1_rapl.txt,0.0735,0.808125,10.994946,4.871461,0.450074,6.123485,0,rapl:package+core,0.038694,0.038694,0.018259,0.018259,0,0,0.635038,0.057687
rapl,cpu,uint,bitonic,max,8,524288,uniform,19000165,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k8_max_uniform_s19000165_rep2_rapl.txt,0.079868,1.025871,12.84453,4.871461,0.636796,7.973069,0,rapl:package+core,0.191519,0.191519,0.020431,0.020431,0.091990180309,0.091990180309,0.797765,0.063124
rapl,cpu,uint,bitonic,max,8,524288,uniform,19000165,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q19_k8_max_uniform_s19000165_rep3_rapl.txt,0.077314,0.881256,11.398416,4.871461,0.504624,6.526955,0,rapl:package+core,0.212727,0.212727,0.019447,0.019447,0.117991697933,0.117991697933,0.705881,0.061243
rapl,cpu,uint,bitonic,max,131072,1048576,uniform,20131232,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k131072_max_uniform_s20131232_rep1_rapl.txt,0.223523,4.87748,21.820964,4.871461,3.788598,16.949503,0,rapl:package+core,2.409129,2.409129,0.13153,0.13153,1.76838573467,1.76838573467,4.286552,0.188958
rapl,cpu,uint,bitonic,max,131072,1048576,uniform,20131232,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k131072_max_uniform_s20131232_rep2_rapl.txt,0.224874,4.91927,21.875647,4.871461,3.823804,17.004186,0,rapl:package+core,2.398738,2.398738,0.13314,0.13314,1.75015168246,1.75015168246,4.369495,0.190883
rapl,cpu,uint,bitonic,max,131072,1048576,uniform,20131232,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k131072_max_uniform_s20131232_rep3_rapl.txt,0.224084,4.92954,21.998612,4.871461,3.837923,17.127151,0,rapl:package+core,2.424419,2.424419,0.132827,0.132827,1.77735744975,1.77735744975,4.341206,0.189727
rapl,cpu,uint,bitonic,max,256,1048576,uniform,20000416,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k256_max_uniform_s20000416_rep1_rapl.txt,0.124054,2.064606,16.642743,4.871461,1.46028,11.771282,0,rapl:package+core,1.058875,1.058875,0.047781,0.047781,0.826111721959,0.826111721959,1.725649,0.099635
rapl,cpu,uint,bitonic,max,256,1048576,uniform,20000416,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k256_max_uniform_s20000416_rep2_rapl.txt,0.12619,2.054901,16.284159,4.871461,1.44017,11.412698,0,rapl:package+core,0.938324,0.938324,0.048904,0.048904,0.700090071256,0.700090071256,1.722491,0.101515
rapl,cpu,uint,bitonic,max,256,1048576,uniform,20000416,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k256_max_uniform_s20000416_rep3_rapl.txt,0.131336,2.139431,16.289727,4.871461,1.499632,11.418266,0,rapl:package+core,1.062296,1.062296,0.053671,0.053671,0.800839816669,0.800839816669,1.799773,0.106453
rapl,cpu,uint,bitonic,max,4096,1048576,uniform,20004256,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k4096_max_uniform_s20004256_rep1_rapl.txt,0.144854,2.719922,18.777042,4.871461,2.014273,13.905581,0,rapl:package+core,1.418656,1.418656,0.064202,0.064202,1.10589846088,1.10589846088,2.311724,0.117627
rapl,cpu,uint,bitonic,max,4096,1048576,uniform,20004256,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k4096_max_uniform_s20004256_rep2_rapl.txt,0.147347,2.739406,18.591532,4.871461,2.021611,13.720071,0,rapl:package+core,1.502167,1.502167,0.065928,0.065928,1.18100131919,1.18100131919,2.327379,0.119553
rapl,cpu,uint,bitonic,max,4096,1048576,uniform,20004256,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k4096_max_uniform_s20004256_rep3_rapl.txt,0.151885,2.797249,18.416913,4.871461,2.057348,13.545452,0,rapl:package+core,1.387996,1.387996,0.069983,0.069983,1.04707654484,1.04707654484,2.400739,0.124347
rapl,cpu,uint,bitonic,max,8,1048576,uniform,20000168,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k8_max_uniform_s20000168_rep1_rapl.txt,0.100929,1.251965,12.404469,4.871461,0.760296,7.533008,0,rapl:package+core,0.305484,0.305484,0.027118,0.027118,0.173379720602,0.173379720602,1.009912,0.078735
rapl,cpu,uint,bitonic,max,8,1048576,uniform,20000168,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k8_max_uniform_s20000168_rep2_rapl.txt,0.103221,1.298792,12.582612,4.871461,0.795954,7.711151,0,rapl:package+core,0.382303,0.382303,0.028513,0.028513,0.243403032507,0.243403032507,1.032143,0.080555
rapl,cpu,uint,bitonic,max,8,1048576,uniform,20000168,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q20_k8_max_uniform_s20000168_rep3_rapl.txt,0.106862,1.3348,12.490896,4.871461,0.814227,7.619435,0,rapl:package+core,0.384202,0.384202,0.031289,0.031289,0.231778856771,0.231778856771,1.071737,0.083913
rapl,cpu,uint,bitonic,max,131072,2097152,uniform,21131235,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k131072_max_uniform_s21131235_rep1_rapl.txt,0.280666,8.05125,28.686269,4.871461,6.683998,23.814808,0,rapl:package+core,5.995507,5.995507,0.201967,0.201967,5.01163263621,5.01163263621,6.983968,0.225606
rapl,cpu,uint,bitonic,max,131072,2097152,uniform,21131235,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k131072_max_uniform_s21131235_rep2_rapl.txt,0.312122,8.293455,26.571167,4.871461,6.772963,21.699706,0,rapl:package+core,5.68687,5.68687,0.203652,0.203652,4.69478722443,4.69478722443,7.215234,0.255503
rapl,cpu,uint,bitonic,max,131072,2097152,uniform,21131235,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k131072_max_uniform_s21131235_rep3_rapl.txt,0.285884,8.161351,28.547757,4.871461,6.768678,23.676296,0,rapl:package+core,6.321589,6.321589,0.205779,0.205779,5.31914462688,5.31914462688,7.084915,0.229915
rapl,cpu,uint,bitonic,max,256,2097152,uniform,21000419,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k256_max_uniform_s21000419_rep1_rapl.txt,0.200674,3.563414,17.757265,4.871461,2.58584,12.885804,0,rapl:package+core,1.267714,1.267714,0.089288,0.089288,0.832750990232,0.832750990232,3.023632,0.161707
rapl,cpu,uint,bitonic,max,256,2097152,uniform,21000419,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k256_max_uniform_s21000419_rep2_rapl.txt,0.199754,3.536392,17.703757,4.871461,2.563299,12.832296,0,rapl:package+core,1.311975,1.311975,0.089377,0.089377,0.876578430203,0.876578430203,3.022137,0.161646
rapl,cpu,uint,bitonic,max,256,2097152,uniform,21000419,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k256_max_uniform_s21000419_rep3_rapl.txt,0.196499,3.477664,17.698116,4.871461,2.520426,12.826655,0,rapl:package+core,1.14261,1.14261,0.087068,0.087068,0.718461633652,0.718461633652,2.949433,0.158513
rapl,cpu,uint,bitonic,max,4096,2097152,uniform,21004259,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k4096_max_uniform_s21004259_rep1_rapl.txt,0.251552,5.137781,20.424341,4.871461,3.912356,15.55288,0,rapl:package+core,2.297347,2.297347,0.137228,0.137228,1.62884614989,1.62884614989,4.455001,0.209132
rapl,cpu,uint,bitonic,max,4096,2097152,uniform,21004259,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k4096_max_uniform_s21004259_rep2_rapl.txt,0.260305,5.262836,20.217947,4.871461,3.99477,15.346486,0,rapl:package+core,2.633882,2.633882,0.146642,0.146642,1.91952121604,1.91952121604,4.605704,0.218106
rapl,cpu,uint,bitonic,max,4096,2097152,uniform,21004259,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k4096_max_uniform_s21004259_rep3_rapl.txt,0.250668,5.094372,20.323219,4.871461,3.873255,15.451758,0,rapl:package+core,2.149288,2.149288,0.135959,0.135959,1.4869690339,1.4869690339,4.440246,0.208713
rapl,cpu,uint,bitonic,max,8,2097152,uniform,21000171,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k8_max_uniform_s21000171_rep1_rapl.txt,0.152412,2.061066,13.522975,4.871461,1.318596,8.651514,0,rapl:package+core,0.480442,0.480442,0.047013,0.047013,0.251420004007,0.251420004007,1.657552,0.11871
rapl,cpu,uint,bitonic,max,8,2097152,uniform,21000171,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k8_max_uniform_s21000171_rep2_rapl.txt,0.162018,2.139644,13.206226,4.871461,1.35038,8.334765,0,rapl:package+core,0.852617,0.852617,0.056153,0.056153,0.579069850467,0.579069850467,1.718371,0.125585
rapl,cpu,uint,bitonic,max,8,2097152,uniform,21000171,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q21_k8_max_uniform_s21000171_rep3_rapl.txt,0.156186,2.082946,13.336328,4.871461,1.322093,8.464867,0,rapl:package+core,0.742055,0.742055,0.049587,0.049587,0.500493863393,0.500493863393,1.66712,0.120945
rapl,cpu,uint,bitonic,max,131072,4194304,uniform,22131238,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k131072_max_uniform_s22131238_rep1_rapl.txt,0.683676,17.844811,26.101287,4.871461,14.514312,21.229826,0,rapl:package+core,13.573116,13.573116,0.474857,0.474857,11.2598686439,11.2598686439,15.96475,0.590175
rapl,cpu,uint,bitonic,max,131072,4194304,uniform,22131238,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k131072_max_uniform_s22131238_rep2_rapl.txt,0.663677,17.454114,26.29911,4.871461,14.221037,21.427649,0,rapl:package+core,13.228904,13.228904,0.453453,0.453453,11.0199253952,11.0199253952,15.528387,0.569454
rapl,cpu,uint,bitonic,max,131072,4194304,uniform,22131238,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k131072_max_uniform_s22131238_rep3_rapl.txt,0.664057,17.497127,26.348832,4.871461,14.262199,21.477371,0,rapl:package+core,13.258016,13.258016,0.450292,0.450292,11.0644360834,11.0644360834,15.531713,0.569425
rapl,cpu,uint,bitonic,max,256,4194304,uniform,22000422,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k256_max_uniform_s22000422_rep1_rapl.txt,0.350808,6.645622,18.943776,4.871461,4.936676,14.072315,0,rapl:package+core,3.345029,3.345029,0.174824,0.174824,2.49338070214,2.49338070214,5.684627,0.282969
rapl,cpu,uint,bitonic,max,256,4194304,uniform,22000422,2,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k256_max_uniform_s22000422_rep2_rapl.txt,0.355818,6.702122,18.835801,4.871461,4.968767,13.96434,0,rapl:package+core,3.438985,3.438985,0.17473,0.17473,2.58779461947,2.58779461947,5.717462,0.287635
rapl,cpu,uint,bitonic,max,256,4194304,uniform,22000422,3,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k256_max_uniform_s22000422_rep3_rapl.txt,0.34915,6.614175,18.943652,4.871461,4.913305,14.072191,0,rapl:package+core,3.417371,3.417371,0.174292,0.174292,2.56831431939,2.56831431939,5.663282,0.28129
rapl,cpu,uint,bitonic,max,4096,4194304,uniform,22004262,1,bench/results/raw/energy/measurements/20260817_174754_cpu_uint_bitonic_q22_k4096_max_uniform_s22004262_rep1_rapl.txt,0.465256,10.025178,21.547661,4.871461,7.758702,16.6762,0,rapl:package+core,6.431887,6.431887,0.271479,0.271479,5.10938763918,5.10938763918,8.824999,0.389331
